,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,8.019849934381029e-08 -5.895967652539883e-06 0.00013757861472539964 -0.0007690500811685985 -0.011082625620271793 0.15417881439922804 33.72698166016247,
1,1547700355_A01172,1.8298820664209766e-08 -2.2188735037092645e-06 7.782402804586324e-05 -0.0004895709241916239 -0.019264900092541972 0.32644806398132026 34.40772569671202,
2,1547782407_A01172,-7.734370821915234e-08 6.087413060526994e-06 -0.00015356406678102377 0.001032514373264457 0.009378165050086006 -0.07998435366459714 32.578332050742546,
3,1547880148_A01172,-2.752455472090211e-07 2.36843866031211e-05 -0.0007502304387079931 0.01015369086460156 -0.044310042172557663 -0.018741856792668748 33.231306193078176,
4,1547954828_A01172,-2.371509505981326e-08 2.523517881007686e-06 -0.00010659143276895032 0.002324482101335831 -0.029987819898331262 0.2786768617573495 34.28087322964916,
5,1548038666_A01172,,1.7149384367366594e-08 -2.6096383971078716e-06 0.0001496897212758566 -0.003957669910719359 0.044903024989525225 -0.08650628846991518 28.991039473784475
6,1552402053_A01172,3.87569435713481e-10 -6.405484415644023e-08 2.5964668299508897e-06 8.354192515943511e-05 -0.008101694085234647 0.18670389121545503 33.11376734743234,
7,1552590157_A01172,3.946109996427524e-07 -2.4900338252953803e-05 0.00047001349845318257 -0.0016923707262797814 -0.032266411888801264 0.28769182099413515 36.4077262854883,
8,1552620154_A01609,,-1.5542876852523403e-09 2.2706767583371157e-07 -9.816600327100626e-06 0.00010781013591169374 -0.000327587475568872 0.04517572867423643 33.51834729974741
9,1553089387_A01609,,3.1288776909551776e-09 -6.308146882663767e-07 4.929437508331624e-05 -0.0018644636834412851 0.03393499574359381 -0.22918624076880353 33.13185980740508
10,1553102751_A01609,,-4.0139304142439725e-08 4.873068619936286e-06 -0.0002277919284480255 0.005049848707257759 -0.05382704767910054 0.3325554738450606 31.0702528077561
11,1553885926_A01172,,-1.3727889135153842e-07 1.651911733722616e-05 -0.0007632325801829066 0.016994288561712926 -0.18508470165120486 0.8351639838857059 33.192052994424046
12,1554082410_A01172,,2.2027370356666653e-08 -2.665183517149676e-06 0.00011621192940842816 -0.002184604133262094 0.015283890627900698 0.03402605923773831 34.4032462889773
13,1554403777_A01172,-2.2786719575393056e-10 7.064276036493792e-08 -8.029976392218835e-06 0.00043427796962024515 -0.012766806162477462 0.22028805553700642 33.23666009366894,
14,1554748372_A01609,,-2.243751292269264e-07 1.9358526586354288e-05 -0.0006278182687104913 0.009161979070697608 -0.052405718446794425 0.08583032756204327 33.103374636931676
15,1554840090_A01172,-1.2896601645315303e-08 2.1633696629697614e-06 -0.00013832473045746337 0.004198485042855833 -0.06104461971893973 0.36308247934755045 34.91900865832089,
16,1554906953_A01172,-2.328443040522489e-08 -2.958644328454785e-06 0.00024693468797700266 -0.0051261327279172285 0.026599829800953267 0.03890322307232433 34.20643362154433,
17,1555002731_A01172,4.905320546860142e-06 -0.00027018009992123493 0.005573045026896053 -0.05246310303664354 0.20888044503492784 -0.0755582990948108 34.45758752762256,
18,1555696275_A01609,,-1.8402816283344525e-08 2.0843598700744443e-06 -9.059468522453116e-05 0.0017091978587772379 -0.009781534490060867 0.088263971621054 31.715384585022043
19,1555736782_A01609,,9.320327536586523e-10 -1.951652444624012e-07 1.8961779734404563e-05 -0.000902009429462851 0.019710990098114195 -0.1277948306670819 34.59509432632079
20,1555987268_A01609,,-1.8974429920568688e-08 2.4006780648601537e-06 -0.00010590459156613066 0.0017750663359261893 -0.0054381122008430064 -0.029859538304578846 29.640511922508814
21,1556028453_A01609,,-4.293624930090647e-08 4.62855023876579e-06 -0.00018980608023246351 0.0036933774896719326 -0.03645306698677971 0.24354793615196563 33.62149815286175
22,1556039041_A01609,,-3.731673535895466e-09 1.9781286617482946e-06 -0.00018369258406465352 0.00662252594302732 -0.10375727498306167 0.6455131392883219 34.07536786877069
23,1556115527_A01172,-1.0447914458911093e-09 -2.442019703879337e-07 2.926242572777674e-05 -0.0009712273671142031 0.00981782136176908 0.036546110562912314 34.60435456187641,
24,1556125697_A01609,,-6.410792765878473e-08 6.40281435047757e-06 -0.0002261376267865537 0.003279448471600454 -0.018150172232342155 0.07459697420259147 33.13148787485667
25,1556219881_A01609,,-1.6257973547747055e-07 1.2823165165808628e-05 -0.00040739536790989077 0.006807921108031861 -0.06579845275989253 0.3846362580712328 34.28244389173084
26,1556301731_A01609,,4.0151831872474e-08 -4.255555719798305e-06 0.0001579308294637524 -0.002166012230508499 -0.0001484457867744458 0.1756110911366139 33.260304232267124
27,1556909851_A01172,1.3543730834649088e-06 -5.4607742029988094e-05 0.0005615535028512596 0.003290510914656959 -0.08454550552137298 0.4409430482750611 31.37437334490722,
28,1557323445_A01609,,-6.657446306007786e-07 3.547615497909237e-05 -0.0006722062204570768 0.005260631799684769 -0.011982726152206026 0.08933067714752331 33.160321358986494
29,1557417534_A01172,,-5.683141801827245e-07 4.5326553456491506e-05 -0.001366005267940428 0.018348494986208025 -0.08929947054523793 -0.0458771172597047 31.919184965781547
30,1557757425_A01609,,-1.107061561820283e-08 1.6147764078681692e-06 -8.921109410127943e-05 0.002311991663485098 -0.029659212973901894 0.25024567858867647 32.52872600139148
31,1557760240_A01609,,2.0053778448401495e-08 -2.389314808951354e-06 0.00011166418316099106 -0.00276003572410278 0.040920707837023285 -0.366515961531767 34.970449221563356
32,1557763139_A01609,,-6.958711968723908e-08 7.468812537511824e-06 -0.00030894919928154356 0.006166703003405012 -0.06086501393871728 0.3008364202263029 29.55172349897483
33,1557928726_A01609,,3.583912321177552e-09 -8.032518554088265e-07 6.790286159640585e-05 -0.00266203211413246 0.046840028506653995 -0.25569889244061705 33.2335195557675
34,1557952047_A01172,5.232085791419622e-06 -0.00023470348375889764 0.0036136944151743786 -0.019691615576087985 -0.011500961631013787 0.36697693969854456 33.278329903149974,
35,1557957375_A01609,,-2.1417569468656337e-08 2.9723299501915433e-06 -0.00016055549100623393 0.00425107998471285 -0.05799381646611975 0.4249803064159886 33.368917075614064
36,1559137815_A01609,,-4.5259114196196366e-09 8.969498453295169e-07 -6.578058735207039e-05 0.002296705208385356 -0.040533845581813215 0.37209002818223624 33.26599367617509
37,1559309040_A01609,,4.707550279646799e-09 -4.6134644220241985e-07 1.758594847165975e-05 -0.00033881147116667637 0.0037684575694252906 -0.034984733615920034 31.94356865886455
38,1559311950_A01609,,9.58251133280345e-07 -8.047924862119649e-05 0.0025813766811579723 -0.03930102608829972 0.28358740916020203 -0.7495409143015647 33.75360855865433
39,1560885907_A01609,-1.8983696449669323e-08 1.0530162302916317e-06 1.827949292955038e-05 -0.002255794297301625 0.04991640834193078 -0.34268635642221823 32.55202256697374,
40,1561053811_A01609,-2.3118099524365127e-07 2.0305177958206523e-05 -0.0006823056876641226 0.011011474066534539 -0.09032904256256144 0.4409019987965261 33.90085993655909,
41,1561428256_A01609,,-4.164202024302299e-09 3.8556628145387184e-07 -8.7347639788596e-06 -0.00010678989150090718 0.0045783791160742444 0.015245689562212431 32.44626100114713
42,1561948526_A01609,-1.3291409923317112e-09 2.7660691363915043e-07 -2.1523449207136556e-05 0.0007969757176461037 -0.014883225951073527 0.1512641589933203 31.433633133894567,
43,1562035686_A01609,5.225333167926656e-10 -1.0726962577246824e-07 7.920145880592762e-06 -0.00024581959411177544 0.0020848561330871584 0.07545663407279636 31.55555059389183,
44,1562704125_A01609,,3.791233868261179e-08 -4.797905485481217e-06 0.0002307415641170896 -0.005107483076232864 0.048299094691436874 -0.09569536723847837 33.544407074703635
