,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.01924704980594699 -0.4740036919813815 0.18916187941034832 72.43425416652778,
1,1547700355_A01172,0.8282054057502332 -9.53526061955093 27.995078308823913 65.57941358245822,
2,1547782407_A01172,0.06266018609120091 0.5847197034688247 -6.832765706228283 92.40660397422651,
3,1547880148_A01172,-3.2729305642158484 28.229804411205194 -81.03668677908747 175.9727385663112,
4,1547954828_A01172,0.900954802862382 -12.71173024943443 40.10522362919401 61.08466164426425,
5,1548038666_A01172,,0.44642857121575885 1.2202389295479843 -14.153515338784441 86.03075395717156
6,1552402053_A01172,-1.606133022722482 11.244138436978053 -16.7371096126663 85.27235445379895,
7,1552590157_A01172,0.3311660133850416 -2.8406899769642484 7.469466622702338 70.6472612485725,
8,1552620154_A01609,,0.43520160162617993 -4.127272736363524 8.579710677276656 74.76118714371441
9,1553089387_A01609,,-1.4791602353583968 12.268173216059683 -28.591279392210776 86.02591680872797
10,1553102751_A01609,,-0.46341085203574883 3.2261066744733444 -3.7876120776449547 75.01401477427295
11,1553885926_A01172,,1.4242391303967648 -14.297552841412047 41.08828100971542 48.953433354918474
12,1554082410_A01172,,0.046748118701491384 -3.754215740042264 18.256258466321857 59.932838588647826
13,1554403777_A01172,-0.6375215822203654 6.055067049584448 -18.71940076498591 84.16549956900083,
14,1554748372_A01609,,-1.7835849093670846 15.472682383010502 -33.39089414586505 97.63012244057029
15,1554840090_A01172,0.116975686634304 -1.3042240261621247 4.533967014362611 81.73817464892365,
16,1554906953_A01172,-0.15206651142011873 0.5844916032453907 -8.564287821039793 155.32430847126855,
17,1555002731_A01172,0.17598039729211595 -2.7250050796434113 15.648865308621216 65.06544391632552,
18,1555696275_A01609,,-1.6148860965657073 5.6909211081715245 19.012049657607346 50.448737508677915
19,1555736782_A01609,,0.8713960639207062 -3.928628688000777 1.3539095402238999 79.92796052875397
20,1555987268_A01609,,0.7238833492824754 -8.549310423307444 20.853633896749027 81.60985755364841
21,1556028453_A01609,,-0.7164103901318466 7.519414991260758 -26.85930871536691 106.24628874832774
22,1556039041_A01609,,-2.389358353265513 17.06720911821601 -23.194248518580643 69.40076543888988
23,1556115527_A01172,0.5374375686237933 -2.873981947771968 1.2505320953184897 90.5986416423572,
24,1556125697_A01609,,1.1819816180513212 -7.588034481548303 6.312322384371777 101.79224186298259
25,1556219881_A01609,,1.6771199676761974 -15.217516412168319 38.97135718344746 72.55508516666089
26,1556301731_A01609,,-0.157921629729758 2.3443271954375553 -5.900991678209361 68.21911442805805
27,1556909851_A01172,1.6854307079500261 -11.800683771307305 20.001845137934012 73.34005164403612,
28,1557323445_A01609,,-1.3937627664062722 9.97104520426566 -15.866087574115916 83.52954359897032
29,1557417534_A01172,,-2.3899488568747027 20.248123134589118 -56.35059928923875 123.75932452205002
30,1557757425_A01609,,2.223131768222213 -21.994371816235113 69.29532099159212 55.53866419126885
31,1557760240_A01609,,-0.3956042472451361 5.099510668680565 -13.919626782300362 76.04293716918687
32,1557763139_A01609,,-0.03230623606823228 0.6643545912444678 -5.919271012514005 87.3135374487822
33,1557928726_A01609,,-1.5220501609542458 12.484700200604731 -30.1459714207296 86.66560728984116
34,1557952047_A01172,-1.627433967677799 13.331957386565271 -23.666612031059234 87.82951847306886,
35,1557957375_A01609,,0.9720670371424486 -6.86053592622752 10.372342996010147 86.67494943565383
36,1559137815_A01609,,0.5951168876827647 -4.486268144598698 9.844461226269985 82.63191471997679
37,1559309040_A01609,,-0.26344401008434826 1.6512102746012465 -2.694986927983172 82.10883454666093
38,1559311950_A01609,,-0.6057787970131717 1.4534136162164335 6.362963875216444 51.208831399667076
39,1560885907_A01609,5.329333271567993 -36.193151497021425 37.99152481596117 150.41493537397534,
40,1561053811_A01609,0.10882440835566459 -1.941653245563891 10.077081755260787 81.33423595952345,
41,1561428256_A01609,,-0.45153665189240333 4.382980808039413 -12.95902655132235 84.72060306747369
42,1561948526_A01609,4.443720652900236 -33.42877332107453 64.30237094921459 67.63915803322132,
43,1562035686_A01609,0.6366105423966913 -6.496080572382236 20.825203112082235 73.94773751833515,
44,1562704125_A01609,,3.6347066283629204 -27.357893056326493 41.98860558223743 89.93231944382254
