,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,4.4433282040090636e-05 -0.004408197656831429 0.16302247620908428 -2.663431960231082 16.22028668343352,
1,1547700355_A01172,0.00011459751373523263 -0.011883619992058513 0.4591104239668276 -7.831341595370207 49.76304600704225,
2,1547782407_A01172,-0.0006719341758705748 0.0619942898841368 -2.133625552611636 32.46194759216506 -184.2052499263726,
3,1547880148_A01172,-0.013275008294161894 1.2465956494097072 -43.79651347421558 682.2651604573414 -3976.242802134226,
4,1547954828_A01172,1.1542143320263944e-06 6.783282249603266e-06 -0.005981427520105892 0.21403573597289965 -2.1624608317408605,
5,1548038666_A01172,,6.952639084269144e-07 -7.487982577035308e-05 0.002952308572631178 -0.05038000231332926 0.31305354216870923
6,1552402053_A01172,1.1093688018050922e-06 -0.00018058165436740247 0.010667795465746513 -0.2703357374756881 2.4744457614875603,
7,1552590157_A01172,,
8,1552620154_A01609,,8.977134738063413e-06 -0.0011582030411567982 0.054477113947850674 -1.105152627488458 8.14828987045947
9,1553089387_A01609,,-3.6808161406719776e-06 0.0005791060383836862 -0.03280916995237163 0.7904407498475333 -6.816161700330507
10,1553102751_A01609,,-8.735068315378038e-05 0.009676720713816003 -0.3984578180189842 7.226353982077503 -48.69483029076386
11,1553885926_A01172,,-0.0011818904500159174 0.117503570673941 -4.360521290114732 71.58248771133101 -438.5895319433237
12,1554082410_A01172,,-1.8660319160323073e-05 0.002183345474649784 -0.09421346192648566 1.7761464423212032 -12.341060718732482
13,1554403777_A01172,-1.5213537113341942e-07 3.586322764637522e-05 -0.0030314048739415174 0.10796636215835424 -1.3539137845068991,
14,1554748372_A01609,,-0.004604641645329217 0.417667838899935 -14.186930149254017 213.8685945569547 -1207.2969925532834
15,1554840090_A01172,-2.717991212318284e-05 0.004043987763352568 -0.2207013598572256 5.225849653230263 -45.21303093207718,
16,1554906953_A01172,-0.0002533515248333726 0.025787549955760703 -0.9796547655496529 16.461071511885077 -103.21513954696864,
17,1555002731_A01172,,
18,1555696275_A01609,,-6.698919676129936e-06 0.0008969071326753122 -0.04399554461016307 0.9375562123572001 -7.326813972462887
19,1555736782_A01609,,6.556015867761035e-06 -0.0007561316897891806 0.032326145591388335 -0.6069653907336626 4.222375831432132
20,1555987268_A01609,,4.440226769063185e-05 -0.005053841394957876 0.21301489245464095 -3.9397169125744296 26.976029056395518
21,1556028453_A01609,,-0.0003025174377609829 0.02995898940563221 -1.1027843564771114 17.87892772687926 -107.7031247364556
22,1556039041_A01609,,1.7805700232229198e-05 -0.0016858135840017204 0.056594477081708686 -0.7770486096262915 3.458311846944089
23,1556115527_A01172,-4.394971748169842e-06 0.0004596968564810596 -0.01768304530121031 0.29598762175767057 -1.8155629469971528,
24,1556125697_A01609,,3.0737357811119002e-06 -0.00032412907626523245 0.01257366535229395 -0.2124978466806142 1.3191063397402412
25,1556219881_A01609,,-0.047334451381070584 4.401079194830059 -153.1443981770075 2363.638648344351 -13652.30230872611
26,1556301731_A01609,,5.305176815626227e-05 -0.005760419184733183 0.2320173412725966 -4.107888266669502 26.974160146113267
27,1556909851_A01172,,
28,1557323445_A01609,,-30.59153266681874 2504.245648638905 -76865.89561882826 1048474.1239926295 -5362443.966111232
29,1557417534_A01172,,0.020885912609397934 -1.8511135669206324 61.41331377079091 -903.9208241097082 4980.286561595236
30,1557757425_A01609,,5.239063097485021e-07 -8.522013552971797e-05 0.00498280392041583 -0.12450880974872564 1.1237110428130028
31,1557760240_A01609,,-2.332991832706062e-05 0.003065967279561354 -0.14854756524138382 3.1416886709849066 -24.452355178669173
32,1557763139_A01609,,0.010732566824160942 -1.163583475363535 46.98093665199452 -837.0584410133031 5551.629055591131
33,1557928726_A01609,,-4.4231150596358076e-07 6.669361274230756e-05 -0.0036458883305973766 0.08547380518973755 -0.7244250604801455
34,1557952047_A01172,,
35,1557957375_A01609,,-1.311043677138902e-05 0.0017518397343526833 -0.08633384036982278 1.8576201309948608 -14.708562843448185
36,1559137815_A01609,,-1.4761788936815773e-06 0.0001856707040609998 -0.008595106757805043 0.17346490406234455 -1.2874505624961223
37,1559309040_A01609,,-3.365673170872664e-05 0.0037773029203448747 -0.1571889433919204 2.874036245071716 -19.479209294789314
38,1559311950_A01609,,-0.009626586530616035 0.8929979750406278 -31.00175118952085 477.3732475941859 -2750.891461534472
39,1560885907_A01609,0.00019017169234783918 -0.021685009785712663 0.9190929997913415 -17.154104778109524 118.9192214046148,
40,1561053811_A01609,0.004367074916125023 -0.4016972666578784 13.815888552119551 -210.58004707019202 1200.1404890430667,
41,1561428256_A01609,,-1.602469829849156e-05 0.0020426133778586463 -0.09624271761511584 1.9848991555475584 -15.106641543428868
42,1561948526_A01609,-1.4496900252046815e-08 6.828585804096671e-07 9.11845849685841e-05 -0.006541075909450801 0.1066178018980669,
43,1562035686_A01609,9.654589798278667e-08 -1.900157046030117e-05 0.0013523792345575402 -0.0410337757256615 0.4452884419392185,
44,1562704125_A01609,,4.768100307332914e-06 -0.0005156412673051836 0.02071208000982312 -0.3661680557901589 2.4036860276342416
