,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.1150027912100141 0.32264314799101346 64.44962128359764,
1,1547700355_A01172,0.2484584660569677 -1.4996453297828345 65.08147285994087,
2,1547782407_A01172,0.0870189434189703 -0.2913977712097133 62.826731423536415,
3,1547880148_A01172,-0.25678753183770797 1.3899932703281563 61.95442563830689,
4,1547954828_A01172,0.030928570861007518 -0.2831367793493615 63.27394814473443,
5,1548038666_A01172,,0.027434043969003716 -0.14405862195548386 63.436670087287666
6,1552402053_A01172,0.2799637775829211 -1.3746710209836759 66.00502099199885,
7,1552590157_A01172,0.05007631506454171 -0.29462342596454105 64.81204130686004,
8,1552620154_A01609,,-0.06637443963546003 0.3741064889235854 63.26684184167615
9,1553089387_A01609,,-0.004350088425252612 0.01714182975710134 63.17931207328686
10,1553102751_A01609,,-0.005367353818717771 0.22157542134939445 64.12355467610455
11,1553885926_A01172,,-0.15749642942710348 0.813128243203346 63.553740499241826
12,1554082410_A01172,,-0.29066216852168336 1.3614062136625906 63.48702894638023
13,1554403777_A01172,0.02891436624176388 -0.14562514097733442 63.890725982539394,
14,1554748372_A01609,,0.1120346317437096 -0.5580918148610976 64.48848459813458
15,1554840090_A01172,-0.09249610616979662 0.5001795773272376 61.898285557588764,
16,1554906953_A01172,-0.17598162929041847 0.6188601812451826 65.40851057621026,
17,1555002731_A01172,0.046529979586515696 -0.23219670810405824 62.64336275485408,
18,1555696275_A01609,,-0.0008341902493118023 0.1786188904990555 63.289102740314036
19,1555736782_A01609,,0.0006181349580131881 0.16710194060879613 62.89242678984971
20,1555987268_A01609,,-0.03718932618224107 0.18436260853072814 63.89622561070761
21,1556028453_A01609,,-0.06662056518443212 0.3639081843444188 62.9502085014019
22,1556039041_A01609,,0.009102433226243184 -0.059134438129107195 63.385201892193706
23,1556115527_A01172,-0.033288790695576505 0.1889718843745459 62.32150316082268,
24,1556125697_A01609,,-0.08863956863322583 0.2834664237905955 64.0934068283186
25,1556219881_A01609,,-0.08069202389456484 0.43973900759623397 62.816345458956036
26,1556301731_A01609,,0.0015021389334588264 0.1029749947651899 63.06330791329679
27,1556909851_A01172,0.2256791969312157 -1.198862684238727 64.04479105916805,
28,1557323445_A01609,,0.009830756224004353 -0.0445579567980978 62.98386245441657
29,1557417534_A01172,,-0.08039650154842198 0.5857605056262764 63.32766564462645
30,1557757425_A01609,,-0.018758223817047923 0.12944884096623616 62.957684950526385
31,1557760240_A01609,,-0.014533805986489356 0.07379680053011921 63.169354515204276
32,1557763139_A01609,,-0.0777864674631775 0.3956080823068826 63.02753779154965
33,1557928726_A01609,,0.11497818313836235 -0.8119483630079725 64.55762071344903
34,1557952047_A01172,-0.01251567311669053 0.051993181434166695 62.60923815594707,
35,1557957375_A01609,,0.3082645139243907 -1.9382776675552367 66.93873779210563
36,1559137815_A01609,,0.028112349918763112 -0.09077140383630039 63.12591466207351
37,1559309040_A01609,,-0.07005575413210602 0.4930604281961788 63.55862179474134
38,1559311950_A01609,,-0.024848317328445214 0.07382490245018115 64.2458686686358
39,1560885907_A01609,-0.12456018879933027 0.22153119674995347 63.713108307198944,
40,1561053811_A01609,0.16019101299485125 -0.7712565483844503 62.62474450829434,
41,1561428256_A01609,,0.011087735856959104 -0.06674768776236986 63.02683557886022
42,1561948526_A01609,0.0004527643387602194 -0.16072707348319068 62.731332008880344,
43,1562035686_A01609,0.013202868943656501 -0.24172667868065817 63.53724271539873,
44,1562704125_A01609,,-0.03667770386638612 0.2739076238995118 63.890276197740576
