,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.10090773549780206 3.3706532850189035 53.27697315571337,
1,1547700355_A01172,0.10391859895788454 -2.277339996971905 86.01557752638448,
2,1547782407_A01172,-0.03400275592357311 0.8595334440832393 86.61471214789941,
3,1547880148_A01172,-0.4200998647789699 10.858052875397783 16.503159716921445,
4,1547954828_A01172,0.17951469617100738 -5.392687850296736 122.06562477280876,
5,1548038666_A01172,,0.12338851953597683 -2.9206043903684984 96.83998881479613
6,1552402053_A01172,-0.2039423809560324 4.340867843164612 76.06643414393926,
7,1552590157_A01172,0.2429485377389383 -5.489945923552058 98.75741505486538,
8,1552620154_A01609,,0.05096762046805625 -1.3291348236207652 76.07875470145207
9,1553089387_A01609,,-0.12268788508576702 3.168571090771399 61.77914125935916
10,1553102751_A01609,,0.036178495938329905 -1.771238364108816 94.348978389423
11,1553885926_A01172,,-0.03167255347386451 0.19206405280153713 86.33099613063682
12,1554082410_A01172,,-0.18120579994413127 5.014390826142824 44.611987334581464
13,1554403777_A01172,0.027685916058844604 0.16765367903762257 62.531447559102226,
14,1554748372_A01609,,0.008705026089466533 -0.2099201949138879 98.44562087199049
15,1554840090_A01172,0.2925859411536228 -5.6547617390129306 102.44879207559654,
16,1554906953_A01172,0.12053043262185267 -2.9668359458540134 103.0126958570727,
17,1555002731_A01172,0.42924607452190333 -11.077004650491658 149.38153659461716,
18,1555696275_A01609,,-0.5102472402727307 9.572302109673199 60.73839801844108
19,1555736782_A01609,,0.026002726664583007 -0.4233648481600144 86.6084134192384
20,1555987268_A01609,,-0.4080783170997601 10.023703491485284 31.83317203374711
21,1556028453_A01609,,0.027276033183181805 -0.2087685666619348 69.37767309992802
22,1556039041_A01609,,-0.3357759791237062 6.556365156132243 59.27480634415489
23,1556115527_A01172,-0.004404414193221442 0.34291027441484107 83.68970520668344,
24,1556125697_A01609,,-0.17664329923759747 4.4757850827077545 55.97980487376693
25,1556219881_A01609,,-0.3953448545853932 8.181485585285845 53.186537662645584
26,1556301731_A01609,,-0.12677333362845872 2.6695730258198433 55.71512592073208
27,1556909851_A01172,0.4649322853011971 -10.05944386953193 141.3353932399769,
28,1557323445_A01609,,-0.026015966836048603 1.0512223611259182 81.71208924592815
29,1557417534_A01172,,-0.15594520456667663 4.706738947060539 42.36984148332117
30,1557757425_A01609,,0.5007752250320546 -12.349939123308348 186.1726923967229
31,1557760240_A01609,,0.23455227701569867 -5.271475357406718 94.93147109740306
32,1557763139_A01609,,-0.21383035252229632 3.959039760515265 72.41958165576163
33,1557928726_A01609,,-0.06612806201549774 1.3198167370407234 61.11217395430649
34,1557952047_A01172,0.4098478578713143 -6.404381265929094 110.40606066067505,
35,1557957375_A01609,,0.014597628978761329 0.48889845555153816 76.89679464627066
36,1559137815_A01609,,-0.019573879068647153 -0.27165453197132045 92.39181507643399
37,1559309040_A01609,,-0.14634911264138806 4.005146119895847 57.89885942855752
38,1559311950_A01609,,-0.03270502056619585 1.3982549607319024 46.838707461068104
39,1560885907_A01609,0.023144055036808265 -0.08359794237844707 73.07714104603811,
40,1561053811_A01609,-0.1234678401321208 3.4557006036075513 77.79045375037248,
41,1561428256_A01609,,-0.0014683189036752285 0.3937075032713783 70.07084522822755
42,1561948526_A01609,0.19931946379863602 -4.971596107649478 109.12799326273576,
43,1562035686_A01609,-0.14568193196785287 3.468219820363399 74.4182042551194,
44,1562704125_A01609,,0.2804573834348432 -7.769749552097131 129.7410738836279
