,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.012743527136746492 -0.043626960234223536,
1,1547700355_A01172,0.013576192668109206 -0.02975008058414742,
2,1547782407_A01172,0.02082524908082155 -0.05425937116881314,
3,1547880148_A01172,-0.009209411570886249 0.021139776714695656,
4,1547954828_A01172,-0.030068917688425813 0.1279174762872087,
5,1548038666_A01172,,0.005742927207364959 -0.008510749923044776
6,1552402053_A01172,-0.0035500189767895115 0.010883798467214918,
7,1552590157_A01172,-0.03358736686620529 0.06326898843965584,
8,1552620154_A01609,,-0.07662869277155372 0.16944114569878324
9,1553089387_A01609,,0.23786250233537606 -0.8213169456607746
10,1553102751_A01609,,-0.0005525662917312497 0.007096743286541586
11,1553885926_A01172,,-0.15231617676545978 0.547159444572499
12,1554082410_A01172,,0.0036009092488182137 -0.010431887665209109
13,1554403777_A01172,-0.1809488143497194 0.392364820073038,
14,1554748372_A01609,,-0.0013111044831212771 0.003356924298368557
15,1554840090_A01172,0.012608588305562388 -0.03518013963504762,
16,1554906953_A01172,0.04713293772049902 -0.10180038646232413,
17,1555002731_A01172,0.0006818955455443435 -0.003986911951824111,
18,1555696275_A01609,,0.05446417016197859 -0.18013263707402638
19,1555736782_A01609,,0.0011890944909029222 -0.00898336116995024
20,1555987268_A01609,,0.00478777543101515 -0.010623677333335618
21,1556028453_A01609,,-0.03817653352748185 0.023651338807716853
22,1556039041_A01609,,0.15874872277345178 -0.5254287191557675
23,1556115527_A01172,0.016514367216171423 -0.05261658479112287,
24,1556125697_A01609,,0.02719699535884028 -0.062012602862385253
25,1556219881_A01609,,0.041677563948886345 -0.14216434546605397
26,1556301731_A01609,,-0.013087899283018609 0.02580917609328547
27,1556909851_A01172,0.010483140330359055 -0.029015521466486883,
28,1557323445_A01609,,-0.033938352946786425 0.08666767664050419
29,1557417534_A01172,,-0.15300379221394197 -0.18776960776469281
30,1557757425_A01609,,-0.033900765719371846 0.11839288464086657
31,1557760240_A01609,,0.08151416289633483 -0.18398855566688468
32,1557763139_A01609,,0.30666115459852733 -1.0148140477043688
33,1557928726_A01609,,0.03477427373728966 -0.2523135437537724
34,1557952047_A01172,0.09124432980259378 -0.3130840410507831,
35,1557957375_A01609,,0.028589270890869826 -0.06910560413202634
36,1559137815_A01609,,0.04120760148009601 -0.0918430404729545
37,1559309040_A01609,,0.011018334006247707 -0.02245860457224943
38,1559311950_A01609,,0.008723033959230483 -0.012323707489165347
39,1560885907_A01609,0.09930928930918138 -0.15681188248171418,
40,1561053811_A01609,-0.0037317107749674115 0.0025186957120137575,
41,1561428256_A01609,,-0.020713398085424616 0.057622783058690424
42,1561948526_A01609,0.04837696631890407 -0.12799415203493006,
43,1562035686_A01609,0.011412777720495645 -0.038958489346619544,
44,1562704125_A01609,,0.009806179852671801 -0.0182569255208259
