,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.2523710011025228 64.92875014803023,
1,1547700355_A01172,-0.25735258243610337 64.046336047625,
2,1547782407_A01172,0.14369709195497618 62.46418989645011,
3,1547880148_A01172,0.10605518009656771 63.02426331124807,
4,1547954828_A01172,-0.12849387312769664 63.145092393676165,
5,1548038666_A01172,,-0.006888356059741564 63.32237336287456
6,1552402053_A01172,0.025148336877574062 64.83862559042439,
7,1552590157_A01172,-0.044241766583831485 64.60341151866616,
8,1552620154_A01609,,0.04223417933027959 63.54337347673712
9,1553089387_A01609,,-0.0046086196712133605 63.19743557190316
10,1553102751_A01609,,0.19473864324617662 64.14591634327024
11,1553885926_A01172,,0.025645831694632405 64.20990792430712
12,1554082410_A01172,,-0.09190511685077009 64.69799637831844
13,1554403777_A01172,-0.0010532612328958033 63.77026188495138,
14,1554748372_A01609,,0.002081531918561607 64.0217217889913
15,1554840090_A01172,0.037698891214478274 62.28364624185804,
16,1554906953_A01172,-0.26104826060933856 66.14169172177866,
17,1555002731_A01172,0.0004532679336519847 62.44950784014461,
18,1555696275_A01609,,0.17444793785222376 63.29257817445488
19,1555736782_A01609,,0.17019261643645853 62.88985149322088
20,1555987268_A01609,,-0.0015840848064184714 64.0511651511764
21,1556028453_A01609,,0.030805246593113216 63.22776555379011
22,1556039041_A01609,,-0.01362225671856946 63.34727899963273
23,1556115527_A01172,0.022527875018170218 62.4601921466854,
24,1556125697_A01609,,-0.15973156816575487 64.46270026386206
25,1556219881_A01609,,0.03627875267392911 63.15252754089149
26,1556301731_A01609,,0.11048569195397137 63.05704964674652
27,1556909851_A01172,-0.07046632075801522 63.10455807687228,
28,1557323445_A01609,,0.00459584082381204 62.942905195757255
29,1557417534_A01172,,0.18377786293076617 63.6626165104789
30,1557757425_A01609,,0.03565769039347204 63.035836153481256
31,1557760240_A01609,,0.001127746201257921 63.229905793002985
32,1557763139_A01609,,0.006675614418805185 63.35161463726541
33,1557928726_A01609,,-0.23705725431400942 64.07859437207077
34,1557952047_A01172,-0.010585205158077517 62.66138141425334,
35,1557957375_A01609,,-0.39695458048107857 65.6544348204346
36,1559137815_A01609,,0.04979039294685657 63.008791954429654
37,1559309040_A01609,,0.1427815399401903 63.85049065784558
38,1559311950_A01609,,-0.05041672590237458 64.3493926434834
39,1560885907_A01609,-0.40126995633318896 64.2320555534788,
40,1561053811_A01609,0.029698785486142593 61.957350809924094,
41,1561428256_A01609,,-0.01130898986572801 62.98064144535802
42,1561948526_A01609,-0.15846325102938758 62.72944568541628,
43,1562035686_A01609,-0.17571231180005892 63.482236436527785,
44,1562704125_A01609,,0.09051904300046236 64.04308419847332
