,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-9.52639713250016e-07 6.908397537409687e-05 -0.0016883071504127066 0.01571380513899973 -0.04278025916904267,
1,1547700355_A01172,2.7302578019686925e-07 -1.1059229050693326e-05 6.0508676345418755e-05 0.001349577353977819 -0.008636683099287747,
2,1547782407_A01172,-4.048287251072629e-06 0.000224014691933581 -0.0041120003619864575 0.02812213457402581 -0.05458313218404452,
3,1547880148_A01172,-4.047227525912929e-06 0.00018554302698499102 -0.0026270831468092576 0.01170944657600712 -0.007068424597474733,
4,1547954828_A01172,2.420124201755255e-06 -0.00018693391875942316 0.004870565922228877 -0.04834431907091221 0.1401004797713698,
5,1548038666_A01172,,1.3723434354157296e-07 -1.0848368772968492e-05 0.00027807683518161526 -0.002461922815389656 0.0042204144042860695
6,1552402053_A01172,1.2587386538477106e-07 -1.4411915944594715e-05 0.0005268381019672534 -0.006658756678286237 0.019763917084984334,
7,1552590157_A01172,-6.793437738607555e-06 0.0002018128775827006 -0.001584512871797019 0.0011572001006906658 0.010649735417912393,
8,1552620154_A01609,,1.0413018654291621e-06 -9.590810911263678e-05 0.0028796800468314223 -0.03125665197902032 0.0905785717989531
9,1553089387_A01609,,-1.2196921700104119e-06 0.0001567346401211785 -0.006717516584773615 0.10808022627238638 -0.49797081625979245
10,1553102751_A01609,,-5.2645691202727e-07 3.055945911570928e-05 -0.0005210253450459787 0.0023124354058392735 0.0019489312924109853
11,1553885926_A01172,,1.6817333159572055e-05 -0.0011512745790152816 0.026585189102941567 -0.23358793893632426 0.5960488613199718
12,1554082410_A01172,,-7.373135406736889e-07 5.499387324323292e-05 -0.001314010839604867 0.010951682109002275 -0.022204559700154513
13,1554403777_A01172,1.9622421612720894e-08 -4.076956597505029e-06 0.0002853233471879772 -0.007601804919491148 0.059235161054577344,
14,1554748372_A01609,,8.709364824908091e-07 -4.491507006033278e-05 0.000763429353801881 -0.004685397585772322 0.007005794478607035
15,1554840090_A01172,-6.971105044346888e-07 6.619877886654809e-05 -0.0020120004964317836 0.021292834832786517 -0.05433780606591508,
16,1554906953_A01172,-1.46023935589319e-06 9.817296597903409e-05 -0.0022249994698250565 0.01920421766420015 -0.0484181929878756,
17,1555002731_A01172,-5.517464710822268e-06 0.00019629378932973084 -0.0023078549554875353 0.010072757478105 -0.012533919307821032,
18,1555696275_A01609,,-9.575405362593952e-07 9.114398548057959e-05 -0.002929017815271088 0.035981874579562166 -0.13039817657926955
19,1555736782_A01609,,-7.379475756398096e-09 2.5569952327010565e-06 -0.0001306934356276699 0.002097117657254229 -0.009174431090062529
20,1555987268_A01609,,9.328471003817474e-07 -6.30069636043394e-05 0.0013347834290783483 -0.009363141446988786 0.012900988024907615
21,1556028453_A01609,,-5.008967530027666e-06 0.0003117369741577023 -0.006416050078985364 0.048904943102805645 -0.10418131342900358
22,1556039041_A01609,,-4.906452905735719e-06 0.00041944636854576164 -0.012087132891524136 0.13260844894486248 -0.42471407183229176
23,1556115527_A01172,-7.180591879430312e-07 5.642110696870129e-05 -0.0014942720727388035 0.015065860355651257 -0.04437336342346074,
24,1556125697_A01609,,-3.7218162681656e-07 3.0434851920114528e-05 -0.0008445069645181625 0.008974591580911071 -0.02794295586723937
25,1556219881_A01609,,-1.906009841357905e-05 0.0009985872802978594 -0.01740646584097413 0.11349306131942949 -0.21095466191048765
26,1556301731_A01609,,1.0400540273476069e-06 -6.842498057545244e-05 0.001445896809245909 -0.010702434578596338 0.019397238656172995
27,1556909851_A01172,-6.011798958994467e-06 0.00025756789706599727 -0.0037563234459578663 0.0210646057717159 -0.03493340476867487,
28,1557323445_A01609,,-1.1578290557801907e-05 0.00032442557298131375 -0.001680706767050908 -0.010560337125953374 0.05427535611510231
29,1557417534_A01172,,-5.851663434402809e-05 0.003386752402858621 -0.06611197776732994 0.49144706848850267 -1.0650230281855684
30,1557757425_A01609,,3.502228612013768e-07 -3.812087884701128e-05 0.0013995521312500073 -0.019563052993620426 0.07967024515622151
31,1557760240_A01609,,-8.974215882171845e-07 7.99119736558933e-05 -0.002361941977956244 0.026026865188414048 -0.08163593128076396
32,1557763139_A01609,,-2.8216621772318784e-05 0.001947658338866027 -0.04526236325067685 0.3994541632215811 -1.0236171557334908
33,1557928726_A01609,,-4.5890971797859136e-07 5.9337540361557736e-05 -0.0025871498957741913 0.042940895688791135 -0.20796248373887957
34,1557952047_A01172,-0.0006439562985059262 0.018914234345558285 -0.18734123347945777 0.7058202781336947 -0.772998251429123,
35,1557957375_A01609,,-1.0279600217654602e-07 1.2217663417410725e-05 -0.00047191414001644774 0.006763855858351202 -0.0277170765917368
36,1559137815_A01609,,-2.667177366293373e-07 2.52596252415375e-05 -0.00080432080174 0.00971366720271935 -0.034024789497248895
37,1559309040_A01609,,-6.979522343209364e-07 4.774838300727464e-05 -0.0010516223950223262 0.008166476128336635 -0.015918795714756195
38,1559311950_A01609,,-2.399490375568032e-06 0.00010860146248934589 -0.0015212728991381714 0.006792094685861239 -0.004803004010790539
39,1560885907_A01609,3.3877368818112237e-07 -2.5941411822875065e-05 0.0006685197993113411 -0.006569879469340303 0.01894922922688791,
40,1561053811_A01609,4.662385349612191e-06 -0.0002180876485284725 0.003176247259456042 -0.014989057141573548 0.012333363413354281,
41,1561428256_A01609,,3.076780378228409e-07 -2.800970485052877e-05 0.0008616828009007197 -0.01011364813231128 0.034683264057377164
42,1561948526_A01609,-5.988237354723827e-08 8.806541798740355e-06 -0.00043502556089122796 0.008145454005274388 -0.0443490068710316,
43,1562035686_A01609,-2.2826706498475242e-08 3.4279941078395375e-06 -0.0001734769457716572 0.003338412115811445 -0.018714298670276595,
44,1562704125_A01609,,2.79295064604267e-08 -8.567799748860574e-07 -1.3613628262229882e-05 0.0005017614610385777 -0.002446167827179101
