,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,7.318201073575704e-06 -0.001098384754835584 0.06841895694260793 -2.2639641846081773 41.97116635117257 -413.3279198540376 1689.2447626146602,
1,1547700355_A01172,1.444962970351807e-05 -0.0022514816667408987 0.1455277306757242 -4.9943927498531435 95.98236831998179 -979.3578465138595 4144.961909985176,
2,1547782407_A01172,-0.00012363806426034514 0.01697766444144655 -0.9665432552077562 29.193270696022914 -493.24459933868417 4418.699777714476 -16390.972358137285,
3,1547880148_A01172,-0.005185937775567796 0.729840779199939 -42.729650821917176 1332.0979061278827 -23322.12243665375 217419.06147622137 -843163.2996823794,
4,1547954828_A01172,3.3531497322642037e-07 -4.528038425294844e-05 0.002374058111487211 -0.05873969226785646 0.6153478330928519 -0.2245445258269574 -28.2150486526812,
5,1548038666_A01172,,4.414246284524064e-08 -7.4288146039289695e-06 0.0005148143539016296 -0.018794947098523297 0.38106091269725256 -4.0659766042769725 17.828614508614834
6,1552402053_A01172,1.1377564171775884e-08 -2.7977587811819664e-06 0.00028037908027869464 -0.014638468552326171 0.4194390410179149 -6.2476879702722 37.77021439696019,
7,1552590157_A01172,,
8,1552620154_A01609,,1.8760887752294062e-07 -3.7102336198787415e-05 0.0030041842271572934 -0.1273792652994031 2.980883326360783 -36.484316987724405 182.39539886389147
9,1553089387_A01609,,-3.5560552327485793e-08 8.562358579367544e-06 -0.0008370969590773708 0.04246241192755402 -1.1769814526840552 16.883621093383145 -97.86431206052198
10,1553102751_A01609,,-7.285903252604251e-06 0.0012114945863350548 -0.08342783480697816 3.0451909928008547 -62.13204195826621 671.8279541108112 -3007.51900341824
11,1553885926_A01172,,-0.0002807066748074438 0.04181549800601183 -2.5870962260366843 85.090587555886 -1569.145875189889 15382.68678832246 -62629.48051489192
12,1554082410_A01172,,-8.634037057080986e-07 0.00015362433133441752 -0.011267286022634786 0.4359094910535324 -9.380701578861023 106.45434767611431 -497.6856686123439
13,1554403777_A01172,-5.81582332087845e-10 2.0133252876729533e-07 -2.8150707016702067e-05 0.002027749007100731 -0.07906051303617063 1.5757763483658336 -12.496242063474785,
14,1554748372_A01609,,-0.0033938399193841496 0.46018241580987884 -25.974861164962313 781.2117036606004 -13203.780380797709 118909.41277525957 -445770.10431072745
15,1554840090_A01172,-4.806717815858815e-07 0.00010642657190588836 -0.009668594102792938 0.4609252455623043 -12.151369117980689 167.84445186043382 -948.4199333569155,
16,1554906953_A01172,-5.911324316115104e-05 0.008910000479795394 -0.5578758423861909 18.572051226274933 -346.7015962940002 3441.0495873002133 -14185.560401637393,
17,1555002731_A01172,,
