,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.0009399290305514074 0.1433321930805814 -9.058079010676636 303.62316069057334 -5693.01042003451 56616.28060270022 -233259.9183108803,
1,1547700355_A01172,-0.00025073381973109724 0.03902356937150916 -2.516700059595623 86.07885761489871 -1646.7185574142563 16705.73037272042 -70152.37679578898,
2,1547782407_A01172,-0.00035577326310795354 0.0523060452752443 -3.2067796889839544 104.90418833513627 -1930.5109836448642 18940.06638129302 -77291.55235629287,
3,1547880148_A01172,-0.0001678334522985873 0.031527766878876234 -2.296530920910236 85.19477739937338 -1720.772829017211 18087.232217416164 -77633.37701033645,
4,1547954828_A01172,-1.416328482633466e-06 0.00022329332920355393 -0.014820614182280707 0.532757825096415 -10.976986513208509 122.9820201179194 -519.2638698180208,
5,1548038666_A01172,,-3.820923323038349e-06 0.0006707367841680898 -0.04857673949782613 1.8563505611468862 -39.44790994078209 441.70853012064833 -1972.0927315661377
6,1552402053_A01172,5.998625151486959e-08 -1.5168013025157395e-05 0.0015516876512959843 -0.0820225516945185 2.356979183254239 -34.80376884587212 269.593627319735,
7,1552590157_A01172,,
8,1552620154_A01609,,-5.830250340831645e-07 0.0001232680480218484 -0.010673073763487721 0.4839266818862842 -12.103670988478857 158.11816726267384 -778.6220510130879
9,1553089387_A01609,,-3.792072219699407e-09 8.189650866135379e-07 -7.036443185881933e-05 0.0030935830849822365 -0.0740473318218523 0.93448923870106 58.286288970496265
10,1553102751_A01609,,-1.1335220061980503e-05 0.001979636705083855 -0.1428455651793179 5.451219132369645 -116.04031036900504 1306.5428343501335 -6015.335276419886
11,1553885926_A01172,,-0.00014057454313884426 0.019806599570001908 -1.153142948160283 35.48228929496736 -608.028686115708 5495.671598006832 -20377.207023111725
12,1554082410_A01172,,1.3798628322906513e-06 -0.00026615671378694164 0.020988369094844788 -0.8663596496060909 19.751732731123152 -235.93851900821312 1217.3890978352385
13,1554403777_A01172,7.298026687068407e-09 -2.331171602511548e-06 0.00029742848601093785 -0.019360205355646632 0.6781273993737454 -12.13652036022408 149.90706129305664,
14,1554748372_A01609,,0.0005985028503347494 -0.0674551879216984 3.048056033158971 -69.2663220500312 799.7112348382708 -3933.2195545843583 2838.116847551853
15,1554840090_A01172,2.005957479733465e-07 -4.4444354420213775e-05 0.004030096436881394 -0.1912422836591502 5.005082073224166 -68.47815365408478 445.7375667471733,
16,1554906953_A01172,0.00012947246603333076 -0.025568065895473745 1.9767848012073241 -78.14704818083153 1684.3841833431848 -18892.729671313824 86589.76989418725,
17,1555002731_A01172,,
