,recordName,mean
0,1547274726_A01172,64.6972
1,1547700355_A01172,62.8903
2,1547782407_A01172,63.73
3,1547880148_A01172,63.2472
4,1547954828_A01172,63.8421
5,1548038666_A01172,63.4918
6,1552402053_A01172,64.1873
7,1552590157_A01172,64.3364
8,1552620154_A01609,63.3934
9,1553089387_A01609,63.429
10,1553102751_A01609,64.349
11,1553885926_A01172,64.4081
12,1554082410_A01172,63.4699
13,1554403777_A01172,63.4934
14,1554748372_A01609,64.3015
15,1554840090_A01172,62.7597
16,1554906953_A01172,65.3782
17,1555002731_A01172,62.7842
18,1555696275_A01609,63.2478
19,1555736782_A01609,63.7369
20,1555987268_A01609,63.6153
21,1556028453_A01609,63.3021
22,1556039041_A01609,63.8943
23,1556115527_A01172,62.4946
24,1556125697_A01609,64.0963
25,1556219881_A01609,63.0639
26,1556301731_A01609,63.3542
27,1556909851_A01172,64.0325
28,1557323445_A01609,63.0312
29,1557417534_A01172,64.4261
30,1557757425_A01609,63.0964
31,1557760240_A01609,63.2146
32,1557763139_A01609,63.329
33,1557928726_A01609,63.9666
34,1557952047_A01172,63.1225
35,1557957375_A01609,64.8212
36,1559137815_A01609,63.2465
37,1559309040_A01609,64.2076
38,1559311950_A01609,64.4308
39,1560885907_A01609,63.3558
40,1561053811_A01609,62.6024
41,1561428256_A01609,63.2165
42,1561948526_A01609,63.8555
43,1562035686_A01609,63.6357
44,1562704125_A01609,64.2475
