,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.413431829831812 -6.0964476589682475 33.62746002385926 -85.15900863597277 96.56315753693289 -40.163619488295375 75.44076928903722,
1,1547700355_A01172,-0.4869215125651895 6.7600943312861865 -34.41353177949997 78.42141197734132 -82.10621388795386 46.67371406872417 66.55945883761143,
2,1547782407_A01172,-0.1680061202890372 2.6989343404026265 -16.79833685179112 50.61438616062036 -73.53826699154916 38.82417709690528 85.34186548798783,
3,1547880148_A01172,-0.22714615929147908 5.293384085805133 -46.23409000316612 186.02963653388477 -337.9934777647843 207.29135681543835 120.73126327382657,
4,1547954828_A01172,0.4929520099931427 -5.956011917286214 23.604686491550737 -26.996561687434994 -35.83077425724995 91.48418484910285 48.2425782855468,
5,1548038666_A01172,,0.7248754382476752 -11.254276207848273 64.56459323191436 -165.6665086570963 183.1366671010689 -74.62780530998664 85.29542563793335
6,1552402053_A01172,-0.5731233750528159 9.707912931156327 -62.14390602193656 184.4227904740096 -247.94270001177992 125.35686347417833 67.61573084717241,
7,1552590157_A01172,0.05304755532815295 -0.8696469237620058 5.189546968767887 -13.271915681957452 11.691493907540918 3.5932836697493853 70.17504656672335,
8,1552620154_A01609,,-0.027068935093158802 0.9150812288918023 -9.335754333757409 41.50082942119025 -86.03857838303149 73.57133579601688 62.38285057093491
9,1553089387_A01609,,-0.06241204928769037 1.236131509015129 -9.286649239905863 31.536139299425816 -43.601234000571885 10.098716879886771 79.48644135697768
10,1553102751_A01609,,-0.05088002046101729 1.1819933935837463 -9.210654322567027 30.741072005835452 -43.126604755275686 21.458763824888656 72.30452524123248
11,1553885926_A01172,,0.6015119729288898 -10.072742777866589 64.64336251155873 -196.09522143228574 273.6684274346268 -130.4731434879816 73.72140780127808
12,1554082410_A01172,,-0.31965646377540924 4.801691700234634 -26.04766352216873 60.26245035206129 -54.114030066795294 18.522684712663374 65.76721258322698
13,1554403777_A01172,0.2620542244166398 -3.9718899873340217 22.409718113641105 -58.096386682676695 70.68913200667919 -43.3181117463686 85.16817592625958,
14,1554748372_A01609,,-0.31351922945740085 5.934966611217223 -42.48440548964987 141.48654932910918 -213.11837613065418 114.66581937933303 74.49248293762751
15,1554840090_A01172,-0.49047884009270637 8.41838562499357 -55.027632337953094 170.10073199198493 -249.51782745810897 150.80795911034767 61.231106733594316,
16,1554906953_A01172,-0.5157675202994041 9.594037280191694 -70.10927465216021 249.50608955490276 -432.9219963594719 305.584134604344 98.83732024121561,
17,1555002731_A01172,-0.308122426319104 5.397319225610474 -36.2473905172907 116.18485243253065 -180.1726749031761 126.8672050228225 48.09232795886734,
18,1555696275_A01609,,-0.5623817465057426 8.26453467104628 -43.644351631134015 95.23618524038356 -67.36183864336651 9.830619341900208 61.96303706121998
19,1555736782_A01609,,0.7268250100247723 -10.831157071684917 58.617029503403096 -135.98223171680618 116.83264539296522 -9.753815071456835 69.78171126690947
20,1555987268_A01609,,-0.2574913896718265 4.570330888811302 -29.962361376698723 90.21903905884508 -128.45817376094135 79.91402793128519 76.13785521963428
