,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.005410907083212797 0.08759954953568548 -0.5505143177632619 1.68699346275972 -2.5863016998502184 1.801505883200329 -0.414110796330765,
1,1547700355_A01172,0.0030876665696087605 -0.03680667533305541 0.14819130200070146 -0.20013671830366683 -0.07513666680840246 0.3018431936604377 -0.11589415889698601,
2,1547782407_A01172,-0.001999449435820555 0.04486163528531445 -0.3589323566069014 1.3261186442162414 -2.347072982155463 1.800972703658001 -0.42272448637395704,
3,1547880148_A01172,-0.0066589954094498265 0.09094761895552715 -0.46204050867251 1.0657235665035865 -1.0633753013150429 0.3087804677774287 0.034115065087016255,
4,1547954828_A01172,0.04211702304058654 -0.6527781406549262 3.9071792157232825 -11.316065259216963 16.187986200713773 -10.26770462573906 2.029085404741696,
5,1548038666_A01172,,-0.0016538370927856756 0.036951557328555776 -0.2803017708229439 0.9276176612884434 -1.329095950477885 0.6362019572149503 -0.013199562729664447
6,1552402053_A01172,0.002034686164805776 -0.03145961374196971 0.1876362103600673 -0.5416036511601227 0.7761840432655129 -0.5050763168289415 0.11058840434906557,
7,1552590157_A01172,-0.017928745140034452 0.24742225535779275 -1.2802324240658716 3.060379685573277 -3.329382434600353 1.3392572249335384 -0.07800748211347915,
8,1552620154_A01609,,-0.015736295532009364 0.18393548081524935 -0.7126473145769258 0.840588722979995 0.7175171400183135 -1.813621820316979 0.6710915679817254
9,1553089387_A01609,,-0.11223225029835451 1.8104507027288304 -11.328797604973575 34.52286329632 -52.51536056776786 36.159480537707886 -8.16155745511735
10,1553102751_A01609,,0.0024149773985780733 -0.03838092567792547 0.23771866507184392 -0.7189344175733564 1.082324022083584 -0.7251880827422316 0.15067120052243216
11,1553885926_A01172,,0.10160357986530441 -1.6347039565681196 10.197443236817678 -30.93504913003242 46.66728866716047 -31.530117916549973 6.751874362580089
12,1554082410_A01172,,-0.0020393203938356198 0.03430800014784298 -0.2211503087947574 0.6823116335159871 -1.0229379367583515 0.6620829537330146 -0.12729726103522992
13,1554403777_A01172,-0.053223732764122594 0.6527384545742781 -2.7756045380118346 4.4295590516884085 -0.6369602893000988 -3.5790093925629396 1.557485892833543,
14,1554748372_A01609,,-0.0021184477504722966 0.03023064422430808 -0.1574392400812684 0.35223646090443084 -0.27420929208057265 -0.05167076642243861 0.07039923806679636
15,1554840090_A01172,-0.01078914074235277 0.16529972192715053 -0.9682669022705056 2.713230560211189 -3.714409515051052 2.243744975408909 -0.4253889944329695,
