,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.005078819503823596 -0.08552069644795546 64.4031652525476,
1,1547700355_A01172,0.0021322338190708804 -0.08636956107787747 63.54351342920622,
2,1547782407_A01172,-0.009647020544995957 0.27097300152203496 62.465713044426316,
3,1547880148_A01172,0.0009857489446653577 -0.021504948914854636 63.29967177322752,
4,1547954828_A01172,-0.0027597307460180127 0.15601081007240852 62.228504822525856,
5,1548038666_A01172,,0.0011920856728124592 -0.027318421461019607 63.42039691972709
6,1552402053_A01172,0.0004740166423349171 -0.04412946878552481 64.95101448376094,
7,1552590157_A01172,0.004925761956812558 -0.10331593433558253 64.71915532830229,
8,1552620154_A01609,,0.0011137919157774721 -0.0670863711669949 64.14503328666254
9,1553089387_A01609,,0.0003590019252493517 -0.012975009541693647 63.35290452088988
10,1553102751_A01609,,0.0012808597770177308 -0.04423595597938955 64.59621885460311
11,1553885926_A01172,,0.003504544404351889 -0.0726024138454749 64.44801858626111
12,1554082410_A01172,,0.002325233474542984 -0.12088888377624186 64.64503720215511
13,1554403777_A01172,0.00034937729001923996 -0.02752360028149028 63.78095304135206,
14,1554748372_A01609,,-0.0033429614996118187 0.08783944950278119 63.896119481351334
15,1554840090_A01172,-0.0007077818886340911 0.049480330835997066 62.11110439466146,
16,1554906953_A01172,0.003850141162513987 -0.08093392154173766 65.46789903545061,
17,1555002731_A01172,0.0006866580649397984 0.039851920398806036 62.34100919228319,
18,1555696275_A01609,,0.000485716840041947 -0.036411506817632014 63.716505419400896
19,1555736782_A01609,,-0.0013406837644514384 0.06869794295856334 63.07689816961455
20,1555987268_A01609,,0.0036473902732610452 -0.1540757626061868 64.7794698324825
21,1556028453_A01609,,0.00030026119572849175 -0.0029225325952155624 63.246767449420155
22,1556039041_A01609,,-0.004405499520207923 0.1650061422936039 62.8473063985417
23,1556115527_A01172,0.00460080834845969 -0.13887235881450968 62.96718771560301,
24,1556125697_A01609,,0.0007998734045553513 -0.017772299995545752 64.0674009283371
25,1556219881_A01609,,0.0017326968874725702 -0.049422386157863464 63.3148816671357
26,1556301731_A01609,,0.000414429254443758 -0.011546927672570654 63.382751746744006
27,1556909851_A01172,-0.01806556350890432 0.43076532730603995 62.11008053467777,
28,1557323445_A01609,,0.00039281140883536873 0.004103521133131448 62.929249108846186
29,1557417534_A01172,,0.0002088709630384221 0.023072818724136506 64.09197532029705
30,1557757425_A01609,,8.44888334214954e-05 -0.0018449829305972948 63.07692111459792
31,1557760240_A01609,,-0.00027557911775485824 0.01370505147691804 63.09283112111769
32,1557763139_A01609,,-0.00013945354951424934 0.0012249547570837098 63.358514553980434
33,1557928726_A01609,,-0.00022799082544264196 0.03133909895899342 63.30146860710965
34,1557952047_A01172,-0.005026886948519526 0.1671161319318091 62.310892556999114,
35,1557957375_A01609,,-0.0009226023527247213 0.05259710991892169 64.25910071922108
36,1559137815_A01609,,0.0009705764814958619 -0.028649885442060676 63.23571394409019
37,1559309040_A01609,,0.00013799033054594153 0.004798782139107506 64.0534790385363
38,1559311950_A01609,,-0.001028017361652725 0.04059115833553543 64.13422139090535
39,1560885907_A01609,0.003192565193143944 -0.07933179380793065 63.427037245760395,
40,1561053811_A01609,-0.008580980085141306 0.24772849525611726 61.33967074993532,
41,1561428256_A01609,,-0.0008669577610292799 0.04540346965555871 62.77202034167036
42,1561948526_A01609,-0.000482022817837693 0.038975716297855484 63.28034048118428,
43,1562035686_A01609,0.00011740764536872131 -0.029445415821705356 64.47555480987532,
44,1562704125_A01609,,0.0022212558363080316 -0.06600565565768639 64.48893026739884
