,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.008735262546952975 0.7122764498197304 68.81062244996677,
1,1547700355_A01172,0.03827854077527305 -1.2083408737081391 83.6864716092712,
2,1547782407_A01172,-0.04671919157869917 1.3943189657160706 81.3048528327133,
3,1547880148_A01172,0.27585792067838716 -7.368827520029285 121.46858151524667,
4,1547954828_A01172,-0.004323116594240528 0.5914875645829201 82.76315798615084,
5,1548038666_A01172,,-0.017769850775575052 1.0980761236347032 72.25381133602072
6,1552402053_A01172,-0.0044689108380665055 0.19686521887610725 89.49174435773715,
7,1552590157_A01172,0.11260782596531156 -2.2147842721667903 80.50523233777608,
8,1552620154_A01609,,0.006988959310960512 -0.309026420713484 72.87539284064422
9,1553089387_A01609,,0.0028366270259373686 -0.1266266574399994 77.23786575484469
10,1553102751_A01609,,0.004539774533256333 -0.26729286410248626 80.60767600799241
11,1553885926_A01172,,-0.0033757497930020854 0.2685474315097451 79.326717733195
12,1554082410_A01172,,-0.0062694969755604625 0.2056781995637185 73.9211652886024
13,1554403777_A01172,-0.008916437161575818 0.9043662743434918 62.85694792915045,
14,1554748372_A01609,,-0.10437706065103762 2.5649017669641396 82.48267763845666
15,1554840090_A01172,-0.0035911518246258193 0.15555219450249633 82.24239766651661,
16,1554906953_A01172,0.2213442723500399 -7.569864277413454 144.31299385014702,
17,1555002731_A01172,-0.062051271634354324 0.7224525770302473 85.82095664383385,
18,1555696275_A01609,,0.018887465053156062 -0.5443453098980047 97.68121115930704
19,1555736782_A01609,,-0.016283165224512845 0.9088619644211721 76.84635862557109
20,1555987268_A01609,,0.009408734497806723 -0.38246288485284163 87.69956194205297
21,1556028453_A01609,,0.028421819662963223 -0.9010160123005313 79.08486382736963
22,1556039041_A01609,,0.018246437587083497 -0.5352739764765485 84.28007521310792
23,1556115527_A01172,-0.009768179994694091 0.4218840739198366 84.55306704358293,
24,1556125697_A01609,,0.00780149250503231 -0.590221940760195 89.33796161950886
25,1556219881_A01609,,-0.027207641420714888 -0.5913155832269126 97.86194331621554
26,1556301731_A01609,,0.04968441010339104 -1.477097224080257 74.23811582779182
27,1556909851_A01172,-0.0111048890902169 1.3255127456346492 78.00747935396036,
28,1557323445_A01609,,-0.04308718892049676 1.4716463598526714 79.63910591124251
29,1557417534_A01172,,0.01928270518094622 -0.6834983846761095 78.0417205288547
30,1557757425_A01609,,-0.02732909937562707 1.4766371368109656 108.49304554393342
31,1557760240_A01609,,-0.010034457080057284 0.8599584012831784 64.59037455985572
32,1557763139_A01609,,0.051852660701381774 -0.8821456179563818 85.16261316244135
33,1557928726_A01609,,0.0005313564775592212 -0.011206502156809892 67.35084425236322
34,1557952047_A01172,-0.08359629106354959 1.6416775149198166 82.58128081663489,
35,1557957375_A01609,,-0.0050785549185910365 0.33096604141954883 82.98617261827101
36,1559137815_A01609,,0.013760041389244172 -0.5929583828474331 90.35887225398044
37,1559309040_A01609,,-0.020414517781210343 0.7972000171452416 77.51306841421966
38,1559311950_A01609,,0.004981696671060185 -0.07988961256376055 58.77453338361169
39,1560885907_A01609,0.12271754334483377 -4.2539126179024915 112.35440227861005,
40,1561053811_A01609,-0.032254013443799676 1.2149217233133256 90.19422831949186,
41,1561428256_A01609,,-0.001830977082303947 0.10765713915567976 73.77728108786853
42,1561948526_A01609,-0.0037518387462126745 0.36746362507716934 81.909755657702,
43,1562035686_A01609,-0.0004862600889555057 0.02249762650913254 92.18938842919259,
44,1562704125_A01609,,0.051247181746344024 -1.7415099819697426 91.16605275585616
