,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.0016098372814939445 0.0608131420584952 33.85797297829075,
1,1547700355_A01172,-0.0017575393608260088 0.08774432586820816 34.958324158283475,
2,1547782407_A01172,0.00013185256067696334 0.02776402360926563 32.41262640180288,
3,1547880148_A01172,0.0007049916788653998 0.06650673981599317 32.77481115091615,
4,1547954828_A01172,-0.0021560479350390435 0.11527598699069072 34.56198869899582,
5,1548038666_A01172,,-0.0019011982823522399 0.10711289979395473 28.89205268820536
6,1552402053_A01172,-0.00023353429483650726 0.03541362447780836 33.74004774540172,
7,1552590157_A01172,-0.0032129669999442037 0.07359714628621236 36.665449377740366,
8,1552620154_A01609,,-0.001080209179858558 0.044086345551901565 33.618956880621894
9,1553089387_A01609,,-0.0004719578192205199 0.03777566530872662 32.60940516010353
10,1553102751_A01609,,-0.0015757351367552753 0.12576570567785098 31.229875115764433
11,1553885926_A01172,,-2.1068817240306253e-05 -0.0242523874386427 34.23736987640342
12,1554082410_A01172,,-0.0010481023143906357 0.06722391192399446 34.39434141479548
13,1554403777_A01172,-0.00032138202414070993 0.029614626084986516 34.229877435828975,
14,1554748372_A01609,,0.0022344938786516442 0.019001700445135383 32.98069439291329
15,1554840090_A01172,6.005509701280448e-05 -0.010241270368212709 35.52246496217649,
16,1554906953_A01172,0.0012879331436862012 -0.09115765049794008 34.7684381611799,
17,1555002731_A01172,-0.0060883166245875725 0.19800506853604877 34.478313911946394,
18,1555696275_A01609,,-0.0015957404872966095 0.1838868228989714 31.2066322335099
19,1555736782_A01609,,-0.00042601909683811573 0.054269130981843876 34.18550545005216
20,1555987268_A01609,,-0.0018339468201984959 0.1001447631692692 29.16250477183523
21,1556028453_A01609,,-0.0019273440954765586 0.10739727378187784 33.76453626822165
22,1556039041_A01609,,-0.0008310473900909361 0.03524834748634961 34.901351773919416
23,1556115527_A01172,-0.0010021891614227882 0.05248979939739403 34.710962228242416,
24,1556125697_A01609,,-0.002281295561887472 0.07778081619395821 33.096566635813915
25,1556219881_A01609,,-0.0026277132335359435 0.09958367486409482 34.65127554107746
26,1556301731_A01609,,-0.0003524217394668329 0.0065405950589055096 33.77990529706716
27,1556909851_A01172,0.0005648443291666577 0.03580826208853493 31.789336314149466,
28,1557323445_A01609,,0.0009096861812420491 0.10608984156144156 33.11209634112339
29,1557417534_A01172,,0.003283058227777564 -0.036271634883270884 31.41459092436562
30,1557757425_A01609,,-0.0015875377792994847 0.11364994014223886 32.68940953611816
31,1557760240_A01609,,0.0003871083071343429 -0.05105180564890644 34.24613957347239
32,1557763139_A01609,,-0.00045067200917930136 0.04497765741584422 29.84543061484677
33,1557928726_A01609,,-0.000572083304073284 0.05334736387485171 32.89661544356532
34,1557952047_A01172,-0.002292780677908798 0.06488572530115443 33.63459822163531,
35,1557957375_A01609,,-0.001471631078505267 0.0908404668355514 33.91740382717676
36,1559137815_A01609,,-0.0010450565240995864 0.07574108197590748 33.8689919617423
37,1559309040_A01609,,0.0002801270744468261 -0.018349713769674716 31.923353416503932
38,1559311950_A01609,,-0.0016323399693899644 0.10148855072991618 33.117776817142804
39,1560885907_A01609,-0.0004119667535482209 0.04624545213824613 31.834270327180363,
40,1561053811_A01609,-0.0027721576754940803 0.13291427346489074 34.21016596114796,
41,1561428256_A01609,,-0.0007049261979410931 0.05689349650243492 32.39649091821502
42,1561948526_A01609,0.0004547527503584537 -0.005780954711385284 32.00940140556697,
43,1562035686_A01609,-0.0004963997227687321 0.0702601410606045 31.641132783040003,
44,1562704125_A01609,,-0.0009813675716905162 0.050230358675037806 33.578052908290985
