,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.049732296864346846 -0.33798166796847473,
1,1547700355_A01172,0.0008891777211551899 0.07184990192586001,
2,1547782407_A01172,0.011183335384652852 0.18823608600874153,
3,1547880148_A01172,0.00010998264020584487 0.06279715291954568,
4,1547954828_A01172,1.82205398839906e-05 0.11583240940058419,
5,1548038666_A01172,,0.0011035291412699044 0.10327305308109953
6,1552402053_A01172,0.00538120098213296 0.23113932285288372,
7,1552590157_A01172,-0.007852662705325432 0.26648105960476265,
8,1552620154_A01609,,0.005427329255527871 0.09163125782964816
9,1553089387_A01609,,0.0007512641775903235 0.07645834388419569
10,1553102751_A01609,,0.0004261615510112947 0.067258473299209
11,1553885926_A01172,,0.001306526464897524 0.052207150292741346
12,1554082410_A01172,,0.0019212447676675852 0.11131473566920559
13,1554403777_A01172,0.010193807121578897 -0.06166284472829249,
14,1554748372_A01609,,0.14445059164352628 -0.4651167276300865
15,1554840090_A01172,-5.2356132517585946e-05 0.05613566054336146,
16,1554906953_A01172,0.009069194312046419 0.16495350070197667,
17,1555002731_A01172,0.004408423094705449 0.16180792779308883,
18,1555696275_A01609,,0.0009586285473009299 0.04000696141538083
19,1555736782_A01609,,0.0027848434092538105 0.09805347513064888
20,1555987268_A01609,,0.0019095675294188612 0.04223664709205628
21,1556028453_A01609,,0.01406663773905822 0.09453660404379641
22,1556039041_A01609,,-0.002178967596897322 0.18256343208784162
23,1556115527_A01172,0.003115073201528247 0.18491679989969823,
24,1556125697_A01609,,0.00022403565579836316 0.14687218959005774
25,1556219881_A01609,,0.0007857485036873268 0.0674324847724474
26,1556301731_A01609,,0.0014366574606263433 0.11192578976763405
27,1556909851_A01172,0.00037593784411580743 0.04933198967761254,
28,1557323445_A01609,,0.0014965837955851714 0.08076574337227202
29,1557417534_A01172,,6.991759582643367e-05 0.030701096678666634
30,1557757425_A01609,,0.0012379322159734296 0.09072727325726117
31,1557760240_A01609,,-0.0034049609598789973 0.17353249894827344
32,1557763139_A01609,,-0.001166777496071582 0.10230213564794018
33,1557928726_A01609,,-0.0015160159364503017 0.10823277989403109
34,1557952047_A01172,0.014964773322978978 0.038991402126403805,
35,1557957375_A01609,,0.00092565200943424 0.12405831644802216
36,1559137815_A01609,,-0.05728228110160216 3.8296147789138977
37,1559309040_A01609,,0.07753890441862814 -0.38413188633612577
38,1559311950_A01609,,0.002271605847552274 0.08658968620223068
39,1560885907_A01609,-0.0004625826777738365 0.10449496348963043,
40,1561053811_A01609,0.0009608762243008697 0.1046897195599903,
41,1561428256_A01609,,0.0002616444197222595 0.11104524384162605
42,1561948526_A01609,-0.0006051713825769175 0.20694404939800104,
43,1562035686_A01609,0.00032805027501676655 0.09265564721321673,
44,1562704125_A01609,,0.0467071646471408 1.3239971369801418
