,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.16000977348430917 -6.7427399021809995 145.88440774668632,
1,1547700355_A01172,0.13469236718041988 -5.936702811762876 139.22266830766088,
2,1547782407_A01172,0.39433226486231804 -19.647646549469982 329.5896819484033,
3,1547880148_A01172,1.3329277731091378 -51.35946866689511 565.0421836997783,
4,1547954828_A01172,-0.1806918131396195 9.15443766857181 -11.869217509390039,
5,1548038666_A01172,,-0.07209758546774873 4.098213804421408 33.38796279244977
6,1552402053_A01172,-0.03577266518550422 2.9727864047987165 32.22449842895912,
7,1552590157_A01172,,
8,1552620154_A01609,,-0.02768051505944079 2.0444738550117094 35.80261982417375
9,1553089387_A01609,,0.009596713544667677 -0.6438801629384956 85.38404754087824
10,1553102751_A01609,,-0.08779634364335968 4.952966243628995 8.882824620745275
11,1553885926_A01172,,0.10639376665847701 -4.268312734398684 123.12524613051559
12,1554082410_A01172,,-0.02323448752794151 1.3815046476241017 54.01809090798053
13,1554403777_A01172,-0.00558751105834671 0.4924023444019186 74.52616225540905,
14,1554748372_A01609,,-3.0349785284380344 140.51514602752943 -1534.0578422984
15,1554840090_A01172,0.03410474002542003 -2.621905391609253 129.82855521746458,
16,1554906953_A01172,0.9598822122772465 -44.806442605171725 606.8229046290836,
17,1555002731_A01172,,
18,1555696275_A01609,,-0.1077583725489199 6.617673898203946 3.6886049417813114
19,1555736782_A01609,,-0.0702430351063075 4.144713754729958 29.779645390757086
20,1555987268_A01609,,-0.0027657613872719513 0.5615284577673327 70.3881634938325
21,1556028453_A01609,,-0.05196630661770568 2.44454667924685 47.94175132883289
22,1556039041_A01609,,-0.27737775965249445 16.923906466638517 -166.43345967457986
23,1556115527_A01172,-0.05553454898839529 2.823904915659768 54.84601455275188,
24,1556125697_A01609,,0.005231132396592284 -0.9792675719959976 103.48221478933316
25,1556219881_A01609,,-1.3316134892301845 66.16630252816121 -744.7897631233845
26,1556301731_A01609,,0.1971151868123854 -9.073886605495138 166.82953914587085
27,1556909851_A01172,,
28,1557323445_A01609,,-1.8663781849911099 76.99133623960624 -701.474611706379
29,1557417534_A01172,,2.286390059374411 -101.94662136756415 1200.1588044878167
30,1557757425_A01609,,-0.040195915104294454 2.1566070179266688 101.94932457924052
31,1557760240_A01609,,-0.026937779929476463 1.7043785684894344 57.06943226123161
32,1557763139_A01609,,-0.17601608344859127 11.373507851473567 -75.52286264577904
33,1557928726_A01609,,0.005225854584269299 -0.4457527982001896 77.01273852461591
34,1557952047_A01172,,
35,1557957375_A01609,,0.011691369531793458 -0.7787288182333936 100.54270172161804
36,1559137815_A01609,,-0.05425229817487903 3.916183069542874 19.162551424087237
37,1559309040_A01609,,0.12702919878458926 -8.073867861384239 207.83782756122008
38,1559311950_A01609,,0.7822643985142914 -35.468979588214694 457.81459446598427
39,1560885907_A01609,-0.5994610116528335 34.57951592706802 -393.060594320716,
40,1561053811_A01609,-0.1733693523059315 8.35458964819871 1.1509322722197943,
41,1561428256_A01609,,-0.009796945054852062 0.6149066485794747 65.89495284368682
42,1561948526_A01609,-0.0057197853636940695 0.4904698663753693 81.39336561393502,
43,1562035686_A01609,0.0024976440067822525 -0.2598518366293319 98.31585518990249,
44,1562704125_A01609,,-0.05304560179927139 4.447587683620571 0.7032245251670926
