,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.003618037878947958 -0.23348774837552377 5.743093318616258 -66.88128274624593 367.7521461709339 -689.7953215760231,
1,1547700355_A01172,0.0009817399621510378 -0.0707518383032617 1.952663531270002 -25.51183835785175 156.09951279764354 -279.85124087722835,
2,1547782407_A01172,-0.0009256190308157123 0.046107096740653664 -0.7478692799080975 3.4316777427389056 15.059368957764312 -18.0978538355436,
3,1547880148_A01172,-0.0039788353529734135 0.25385257434072694 -6.178193431053829 70.73691335250165 -374.20837372308745 796.4156114200915,
4,1547954828_A01172,0.00435443057804108 -0.30600292155476894 8.304543785172877 -107.77488806546084 660.3704145436601 -1419.223437806706,
5,1548038666_A01172,,-0.0010631131592711833 0.055993937487523224 -1.1291408837876864 11.240771692306044 -58.11982271158593 209.642434406757
6,1552402053_A01172,0.0008243069392875486 -0.0562798036904044 1.4391276109123559 -17.27861772633117 97.49530632480877 -110.07884608765372,
7,1552590157_A01172,-0.0019274051205713353 0.11722402508766436 -2.684645037539179 28.8268289902623 -145.12860670950482 346.7956874719195,
8,1552620154_A01609,,0.001539006777830787 -0.09352836625961662 2.1626847092452848 -23.554104819321896 119.45445234104302 -154.95281694588928
9,1553089387_A01609,,0.003275811712328009 -0.1977837296650448 4.632714825061015 -52.74399487641532 292.6287479758708 -551.7645845567481
10,1553102751_A01609,,-0.0015570000762300386 0.08896687162488674 -1.8382359371724029 16.377012986782066 -57.48548066284329 128.6687044959368
11,1553885926_A01172,,0.001183337668048184 -0.07169784786076068 1.649311803661236 -17.885439179411808 90.42835384396942 -83.35811481268098
12,1554082410_A01172,,-0.00208796536661246 0.14041643305843904 -3.6250687416421234 44.41976075038968 -254.54878087089483 612.2258042144748
13,1554403777_A01172,9.347416889278961e-05 0.008324429384091897 -0.5235830752641607 9.34768549046361 -65.28385894320849 219.14852887478963,
14,1554748372_A01609,,-0.0006636458854099031 0.03795913886457413 -0.8330924692582338 8.79484294830558 -44.935981101911715 186.65438902975066
15,1554840090_A01172,-0.004979594702065872 0.29413824569938496 -6.611102216173554 70.53765970928511 -356.80072803494113 762.1772981673189,
16,1554906953_A01172,0.0022212361818283255 -0.14044802987023425 3.316384241773341 -35.879052279520224 173.50563196792697 -204.6733469004854,
17,1555002731_A01172,-0.0021158927863827604 0.13156842912841726 -3.10060758589733 34.791634498109694 -188.94825917182266 492.3388505854666,
18,1555696275_A01609,,0.0028187504960550166 -0.15904334678229998 3.426876026293764 -35.796354289367265 184.07054864390372 -272.80689240439216
19,1555736782_A01609,,-0.001963635113558377 0.12386975915423866 -2.9945410670902968 34.49043172268393 -188.12251719449566 471.8948920836871
20,1555987268_A01609,,-0.00559141667982437 0.3585448351325847 -8.766832403370353 100.98089167205437 -540.5533059669481 1150.04153602308
21,1556028453_A01609,,0.0005838943105206345 -0.03858990339101614 0.9597801190478391 -11.089323862125948 59.16234373023721 -46.9882397861667
22,1556039041_A01609,,0.0036021897831617243 -0.21626081065116654 4.917421044135739 -52.77872604092969 266.537733460675 -417.6975415319814
23,1556115527_A01172,-0.0005462449534352289 0.036913913593277475 -0.9437685776529148 11.314946044583166 -62.85275555871399 214.52271469980005,
24,1556125697_A01609,,-0.000420050404543889 0.031182247000144953 -0.8619782375449119 10.880113494927738 -61.03456419358923 199.03878226339165
25,1556219881_A01609,,-0.00018626410924216634 0.017255424742175604 -0.6451993975239977 10.989371323065212 -83.3312097083029 315.48596010813253
26,1556301731_A01609,,-0.003629087915137814 0.24563665900408743 -6.412023969695396 80.01104005453998 -472.9723273128939 1118.8372289453512
27,1556909851_A01172,-0.01899228091044716 1.0689025260141463 -22.962569337199515 234.21418036602188 -1130.6697675017965 2159.4078338109625,
28,1557323445_A01609,,0.0011482219408918675 -0.06928534637355298 1.5760305991538273 -16.718126365632198 82.33793473749336 -62.61190738129147
29,1557417534_A01172,,-0.0004575436568469007 0.022064331810906966 -0.43363204177058984 4.671986200377833 -27.09522544903021 131.6395451392254
30,1557757425_A01609,,-0.0051349928991103735 0.2982222981690961 -6.516781407821727 66.68710858682356 -320.85028141021394 708.9710008790161
31,1557760240_A01609,,-0.0019375718628788564 0.11168503711818376 -2.503134486368146 27.695431272607465 -153.64452446524498 409.81707103855393
32,1557763139_A01609,,-0.0047138110635814665 0.29266718539842984 -6.770063609588492 71.44872443825852 -335.60671422243297 635.3137155608052
33,1557928726_A01609,,0.0015785124842243212 -0.09757286921337599 2.3106685378389336 -26.124343296155935 140.5327253460493 -219.75585897487258
34,1557952047_A01172,-0.003591299708778764 0.30425902106558367 -8.64939001210608 110.38164717968738 -647.1310626112711 1493.3023011211499,
35,1557957375_A01609,,-0.0007963542465142908 0.050227950940477446 -1.2359692609205029 14.806509458528607 -85.11107790716734 266.54660142982465
36,1559137815_A01609,,-0.0009611049060847864 0.06016222963768233 -1.421262281923085 15.642749370392108 -79.87828102366512 240.66642013895213
37,1559309040_A01609,,0.0005439209511268064 -0.03396377007775311 0.7760370383280614 -8.031671619469627 38.020048022704124 12.307514583139742
38,1559311950_A01609,,0.002820777423507365 -0.1855333639046318 4.651567735857414 -55.17603982616184 308.22493958176346 -591.1674719367476
39,1560885907_A01609,0.0012283491826289336 -0.07719382457158101 1.8264670351821155 -20.070962610942015 101.42498289218464 -113.75690159939197,
40,1561053811_A01609,6.521030387135342e-06 0.0006835033294815974 -0.07988088967355265 2.0511955420982066 -18.410145425447404 148.95980180162312,
41,1561428256_A01609,,-0.00030231803260516617 0.012899907037794792 -0.16928959086670967 0.4475618877002924 4.94498759958663 49.35052556194703
42,1561948526_A01609,0.0017343790396686812 -0.09397441273061426 1.8873083363002896 -17.0453206459504 64.99658816579574 11.787628235667453,
43,1562035686_A01609,-0.0003265119204216728 0.04520401195428674 -1.7237945662803011 27.296816690047876 -188.30701468365748 553.2893850350276,
44,1562704125_A01609,,-0.0010275934802103882 0.026591854605819955 0.43286559117900697 -18.993220643835933 184.9506628047879 -459.0625639837727
