,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-6.442090304030377e-06 0.0002526332299051612 -0.0031416012889959057 0.012261445957070103,
1,1547700355_A01172,4.494185316103822e-05 -0.0021653475083094945 0.03197962701228548 -0.1436770944621219,
2,1547782407_A01172,8.251988283233262e-05 -0.0036802821208113375 0.051288610418516054 -0.22081043981097054,
3,1547880148_A01172,0.0007082765404610094 -0.024080024315519134 0.2522599010301347 -0.801915391771382,
4,1547954828_A01172,0.00023661274734669349 -0.009299679743929715 0.11573598967409823 -0.450810975964205,
5,1548038666_A01172,,0.00014818405998727853 -0.005961732308241074 0.07594320176151712 -0.30255549923144337
6,1552402053_A01172,-0.00010694656261608922 0.0035910867434269522 -0.037016117808670417 0.11527696873885886,
7,1552590157_A01172,-0.0005399413278474703 0.020597475821497718 -0.249263980518954 0.9474459457971511,
8,1552620154_A01609,,-0.0004745371954774187 0.020124945771562198 -0.2693053899530593 1.1225566610982127
9,1553089387_A01609,,0.00014036769416682303 -0.004642217782269288 0.04541744588591427 -0.12256201393225341
10,1553102751_A01609,,0.00018809418349673132 -0.006684219660739527 0.074381466009672 -0.2569254886351471
11,1553885926_A01172,,0.00047752299006266605 -0.018450142157644657 0.22600149618720375 -0.8693155753557534
12,1554082410_A01172,,-6.851912548937287e-06 0.00020521079874098473 -0.0017572594161694116 0.0038676541742384074
13,1554403777_A01172,-0.00015641222813156416 0.014244179308655288 -0.2791241014111504 1.4749543270480572,
14,1554748372_A01609,,5.491664615274416e-05 -0.0019221274182119354 0.02096221589096903 -0.07051153007179509
15,1554840090_A01172,0.0033298270991965347 -0.11363733759021348 1.1996092304598116 -3.8707610349806805,
16,1554906953_A01172,0.0004976887172448951 -0.01965188612320295 0.24596959093814755 -0.9648500534456057,
17,1555002731_A01172,-4.8275107718445255e-05 0.0015331076718991682 -0.015122790029060255 0.04586989607082202,
18,1555696275_A01609,,0.00014749046051943488 -0.005382632086823591 0.06202354541430952 -0.22382706038176567
19,1555736782_A01609,,-4.837282288039711e-05 0.0018475740787180267 -0.022343884448962115 0.0847265712625592
20,1555987268_A01609,,-3.1190310214772115e-05 0.0008658044851244505 -0.006099143814709576 0.0049511429669775045
21,1556028453_A01609,,-0.0007790940459796358 0.0309517361086008 -0.3899094663163138 1.5397700925932547
22,1556039041_A01609,,0.0002421766770104579 -0.008618898800452624 0.09607684864533113 -0.3323533649125388
23,1556115527_A01172,-3.4559454410353465e-06 -1.630436474126198e-06 0.0017307274300538869 -0.013158392080743996,
24,1556125697_A01609,,0.00019895128338377348 -0.00797919132276633 0.10139089836459197 -0.4035099190382691
25,1556219881_A01609,,0.0016456398747721685 -0.05642599181842337 0.5992807866197222 -1.948923227752794
26,1556301731_A01609,,-0.0001280590275767449 0.005192376965773459 -0.06663864809660983 0.2674701476302822
27,1556909851_A01172,0.00016862817300871314 -0.005840091290283892 0.06424406137066592 -0.22287524753581683,
28,1557323445_A01609,,-0.0002620042198485028 0.010163659988386078 -0.12494260722103329 0.4818164051199727
29,1557417534_A01172,,-0.005083927485258131 0.20718609496455165 -2.674647135065669 10.80520856702654
30,1557757425_A01609,,-8.536047184437433e-05 0.0027519053239625797 -0.026727274858496484 0.07565234247628327
31,1557760240_A01609,,0.0012002318955343367 -0.04478198453835397 0.5278517209366574 -1.9484250930271592
32,1557763139_A01609,,-0.015597642529284854 0.5345403461496321 -5.676279644349532 18.462274489980167
33,1557928726_A01609,,-0.0009299614557558774 0.03793511252060544 -0.4902372629455842 1.9821925536992888
34,1557952047_A01172,-0.0005834129108428898 0.017409907206589453 -0.16774271760257717 0.5196289246116069,
35,1557957375_A01609,,0.000613697094561068 -0.022232196286615078 0.25347491407986183 -0.9018014054032805
36,1559137815_A01609,,0.000285868980690267 -0.011559136663718404 0.1481295750200243 -0.5945217506007843
37,1559309040_A01609,,0.00012997662237431595 -0.005027044169982749 0.06167772226208493 -0.23772588800166342
38,1559311950_A01609,,0.0003516414563859656 -0.012795401399249557 0.14656135455449817 -0.5239222202840498
39,1560885907_A01609,0.00036188141195645955 -0.01967304340999195 0.31386117498441546 -1.488711265680299,
40,1561053811_A01609,-2.578194494945479e-05 0.0012583325731098166 -0.0187694508421593 0.08514942150891187,
41,1561428256_A01609,,0.00015879269809946872 -0.004857568999934047 0.04354489435573281 -0.10709030279681922
42,1561948526_A01609,9.735727639798315e-05 -0.004687845145973802 0.06914900561341425 -0.31081061164109813,
43,1562035686_A01609,-0.0001723923473329217 0.005933633785000999 -0.06337508784212365 0.20769979000694214,
44,1562704125_A01609,,6.797613718314821e-05 -0.002946350780780843 0.04039574422133852 -0.1723809311685097
