,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.010027793431559214 0.006380212300878108,
1,1547700355_A01172,-0.00045349138454947726 0.08871848333938813,
2,1547782407_A01172,0.007630899896516672 0.19180966008854264,
3,1547880148_A01172,0.0008045223036719672 0.042514383910089736,
4,1547954828_A01172,-0.003419784276298158 0.15397765056913615,
5,1548038666_A01172,,0.0009681055428335576 0.1096716234019636
6,1552402053_A01172,0.013405707655117095 0.10907708054499675,
7,1552590157_A01172,-0.0003328431125150942 0.16647215228029436,
8,1552620154_A01609,,0.0037633114524521717 0.10961104565571622
9,1553089387_A01609,,0.0033358490382650505 0.0640396995821391
10,1553102751_A01609,,0.0005790080670887673 0.0668307840400621
11,1553885926_A01172,,0.002671734056100289 0.03806779307431114
12,1554082410_A01172,,0.0024769090126742716 0.10906873806995486
13,1554403777_A01172,-0.00233466858771647 0.10144796050779352,
14,1554748372_A01609,,0.25875313270954153 -1.8714873518607722
15,1554840090_A01172,0.00020767394776819828 0.05712632655322725,
16,1554906953_A01172,0.012204156014555339 0.04618079612460431,
17,1555002731_A01172,0.005483427778884867 0.14804942418452752,
18,1555696275_A01609,,-0.0029081771174762146 0.09303265831776522
19,1555736782_A01609,,0.0046190125021846225 0.078900338287577
20,1555987268_A01609,,0.002994886816954015 0.02766731160524832
21,1556028453_A01609,,0.009049266059207292 0.13522616637076482
22,1556039041_A01609,,-0.012880689531351009 0.3092283784953242
23,1556115527_A01172,0.0042910282997320895 0.1814315712720491,
24,1556125697_A01609,,0.001961309739804595 0.13416630682387182
25,1556219881_A01609,,0.0007046973708219734 0.06922426966182847
26,1556301731_A01609,,0.00037102483442626 0.12763169872054592
27,1556909851_A01172,-0.0008617521362651522 0.0651302874701623,
28,1557323445_A01609,,0.0011439156612147662 0.08675783172078816
29,1557417534_A01172,,-0.0007373982394211066 0.041573522744560866
30,1557757425_A01609,,0.0025779447176459574 0.08128023752632546
31,1557760240_A01609,,-0.015526183468074058 0.3814973640773344
32,1557763139_A01609,,-0.00438054941240912 0.15550665283517695
33,1557928726_A01609,,0.0011405105754537749 0.08325272963302244
34,1557952047_A01172,0.015482605087832986 0.03544775784401328,
35,1557957375_A01609,,-4.725185821503452e-05 0.1425240818386231
36,1559137815_A01609,,0.1275440813400572 2.1475825871173715
37,1559309040_A01609,,0.026571292055026362 0.029934907033777054
38,1559311950_A01609,,0.0017564457859309578 0.09689963597282206
39,1560885907_A01609,0.0006156686624561607 0.08935002685898806,
40,1561053811_A01609,0.000820232004342273 0.1135839738259726,
41,1561428256_A01609,,0.00020048606443096096 0.11415976213013995
42,1561948526_A01609,0.009706178719732271 0.09010675086148177,
43,1562035686_A01609,-0.0004652299472303596 0.09964515507274287,
44,1562704125_A01609,,0.1623295129673865 -0.004130969033692859
