,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-3.6901632952009176e-05 0.0018138719875296307 -0.03051087594821643 0.2118951193388881 -0.42272783857854856,
1,1547700355_A01172,-2.0900897025057732e-05 0.001196947615659579 -0.02383842443022575 0.19259661686561852 -0.44117538327143113,
2,1547782407_A01172,2.7662505441049512e-05 -0.0016262246164467093 0.033207331261813515 -0.26816375613632815 0.9685044533109248,
3,1547880148_A01172,6.750698153706828e-06 -0.00023827248942357622 0.0027772353809119676 -0.01302792539979697 0.07456006061148711,
4,1547954828_A01172,1.9744088475515203e-05 -0.0008749375908774064 0.01366150254245265 -0.09287214893207553 0.3638232434216542,
5,1548038666_A01172,,-3.115978976911118e-06 0.00017222710990259714 -0.003512371027892041 0.03183474958872394 0.013845778947684712
6,1552402053_A01172,1.8127077542616474e-06 -5.3591466454644484e-05 -8.992133993649059e-05 0.025362033085738263 0.04044780849891715,
7,1552590157_A01172,1.967714872980486e-05 -0.00085909296281179 0.012651158990829931 -0.07154087213565258 0.286648625959789,
8,1552620154_A01609,,1.0361227940844405e-06 -5.412379882132312e-05 0.001139546569045129 -0.007371265954727598 0.14897264479608766
9,1553089387_A01609,,-2.3782114322916904e-05 0.0012620897481170532 -0.02374485787705685 0.18868591329055623 -0.43619592946720276
10,1553102751_A01609,,-2.858253103328315e-06 0.00012363349232801795 -0.0018388710813424683 0.011578720604672906 0.04456917292827668
11,1553885926_A01172,,1.2749880537192972e-05 -0.000630843186114071 0.010944528749278145 -0.07506677276099757 0.22671909351734973
12,1554082410_A01172,,-1.813178024034108e-05 0.0008427480970236289 -0.013793546680949127 0.09608776361218715 -0.11287447627220855
13,1554403777_A01172,7.692771505155987e-06 -0.0004520108218156121 0.008827315072567954 -0.06896217635101873 0.26226510566854844,
14,1554748372_A01609,,-0.0005244396368247319 0.022443902313899845 -0.3111031859046168 1.740519266554958 -3.212918971649604
15,1554840090_A01172,4.659549767836241e-06 -0.00022673850241578273 0.003782049371369318 -0.02467330287812609 0.10994112865349448,
16,1554906953_A01172,-0.0001366808812358662 0.0063509478426923205 -0.10209537193479612 0.6717145829073434 -1.3746785818518732,
17,1555002731_A01172,4.3291554030499574e-05 -0.002366568903950167 0.04478344852974083 -0.338811782692647 1.048171819465251,
18,1555696275_A01609,,-1.123443471099822e-05 0.0006782659899537771 -0.014653396932165646 0.12932302779724986 -0.31828388366009713
19,1555736782_A01609,,5.847763817680819e-06 -0.0003412216534075247 0.007054242067620389 -0.05582599825832011 0.2570782799165992
20,1555987268_A01609,,9.234502243428233e-06 -0.0005355973084829335 0.011109589509838374 -0.09333358784677864 0.31665158558471895
21,1556028453_A01609,,2.4983065622747234e-07 -1.061166245369209e-05 0.0011438068658384656 -0.016586965040069106 0.27304066547567263
22,1556039041_A01609,,-3.370178564176237e-06 0.00041081690261171756 -0.01181891552666201 0.10816886032437209 -0.08316137530068396
23,1556115527_A01172,-5.614126128019082e-06 0.0003202039738625989 -0.0064553213343120945 0.0581050219644114 0.027199144430061398,
24,1556125697_A01609,,-4.236032810645328e-06 0.00021526464190708112 -0.003860825310148231 0.03055370641325925 0.06117044712970404
25,1556219881_A01609,,3.086897573308912e-06 -0.0001511018549685753 0.002430296087193541 -0.013449611319526752 0.09063799869028956
26,1556301731_A01609,,7.936807112068223e-06 -0.0003249232382797113 0.004481343618697485 -0.02378965234034918 0.17017313704127035
27,1556909851_A01172,3.2177368281405664e-05 -0.001407297847730693 0.02238974246542273 -0.15417834546334358 0.44420768618456863,
28,1557323445_A01609,,-8.798427784965052e-06 0.0003860636046669725 -0.0057200315942901375 0.03373381721151292 0.029942009000766878
29,1557417534_A01172,,-6.81865387928887e-06 0.0003715396410540886 -0.007167296392308415 0.05652297943587755 -0.11616046685760521
30,1557757425_A01609,,1.993928202404898e-05 -0.0009810555657394267 0.01704558536994371 -0.12000474324112448 0.386600273372553
31,1557760240_A01609,,4.222159239793629e-05 -0.0003103148736910851 -0.03604789523526782 0.6404655005670922 -2.4853836751230585
32,1557763139_A01609,,-0.0001568807004809458 0.007803229802388838 -0.1376141662406914 1.0052180327292464 -2.422258129910011
33,1557928726_A01609,,-1.8757647529158558e-06 0.00010558904325202992 -0.002094526464180437 0.01826472174043718 0.03522600806211252
34,1557952047_A01172,0.00038419794218470983 -0.011845112819147394 0.12518854612472505 -0.5000001707205989 0.6700446791215933,
35,1557957375_A01609,,-2.13052526330193e-06 0.00022881727990408513 -0.00663296101912712 0.07103378664669789 -0.10220095655188288
36,1559137815_A01609,,-0.0014406814812001733 0.06791389741517687 -1.1272088087662253 7.867581971250814 -16.328296469781478
37,1559309040_A01609,,-0.00020857849301542084 0.00981761438059442 -0.15949845530501572 1.062188585646974 -2.190421544033482
38,1559311950_A01609,,-2.3080670793683527e-06 0.00012334257179873366 -0.0023961075994031987 0.021605981261437788 0.038852867577650683
39,1560885907_A01609,-1.4513802941801569e-05 0.0007078279554756408 -0.011762107454672524 0.07686627150331696 -0.06693289183661558,
40,1561053811_A01609,-5.18711141718657e-06 0.00020968983830693913 -0.003162945443407958 0.02380321045088952 0.04392952378110815,
41,1561428256_A01609,,4.305297714246203e-06 -0.0002271934431392928 0.004149645323173816 -0.030276046791738856 0.18889820897223394
42,1561948526_A01609,2.948361632130216e-05 -0.0015460310064530371 0.028918634162326557 -0.21647209888605337 0.7064739744734997,
43,1562035686_A01609,1.0509813740763121e-06 -8.94669233310522e-05 0.0023442357436198294 -0.024097625232545255 0.17765679856415123,
44,1562704125_A01609,,0.0006708847676009193 -0.038996130819920614 0.8029648369610248 -6.6895386632137575 20.112228862138444
