,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-2.833979461436376e-06 0.0002093099149484542 -0.005239301342562198 0.05357613976668634 -0.1982825489900466 0.2287975542342194,
1,1547700355_A01172,6.952448055338182e-08 -7.387796610893624e-06 0.0002677971797926899 -0.004017956204092968 0.02434046270191747 0.03527221805576346,
2,1547782407_A01172,-7.850331738444882e-07 4.539934858991052e-05 -0.0008839533126240903 0.007407116193469265 -0.024939452051532897 0.28098891859059577,
3,1547880148_A01172,2.6115626949782245e-07 -1.8310582424654687e-05 0.00045558914032114176 -0.004474239324644142 0.011272310970321033 0.0795106836911941,
4,1547954828_A01172,8.03586094551338e-08 -8.465155748880397e-06 0.00032238893442248584 -0.0052369556144504425 0.03207291511321629 0.07472652710480306,
5,1548038666_A01172,,-5.244893884998294e-09 3.682291924002093e-07 -2.571032981700425e-06 -0.00027131044973375656 0.006396623476380613 0.08423551867227462
6,1552402053_A01172,-3.613385775224644e-09 5.776905834599072e-07 -3.406214549501674e-05 0.0006004088574076891 0.01445591309772953 0.059192320422396145,
7,1552590157_A01172,-3.2409525362956536e-06 0.00020670040318744834 -0.004934220422746643 0.05403780491725426 -0.26437852186017197 0.6105248386380687,
8,1552620154_A01609,,-5.960756024890208e-10 3.6817818899654634e-10 2.7551851199429686e-06 -2.2416445623870077e-05 0.002987804343814102 0.11590716978375919
9,1553089387_A01609,,-4.6111093750871985e-09 6.006137960906923e-07 -2.1304045095260925e-05 -2.4457501959201635e-06 0.008744205697136206 0.03008111402966418
10,1553102751_A01609,,6.0961128167603965e-09 -4.912614163263957e-07 1.525486128316865e-05 -0.00024748435998152735 0.0025768731837641184 0.061191097882986795
11,1553885926_A01172,,1.0447719536063239e-07 -7.461695879192456e-06 0.00017683352090633995 -0.0016001967888317405 0.0067941820789470765 0.041947472450173995
12,1554082410_A01172,,-3.5890803494732106e-08 4.1467815400684e-06 -0.00016311218102638473 0.002572416870917582 -0.0129854016920838 0.13533720763581397
13,1554403777_A01172,9.204724723730045e-09 -1.5828015753706601e-06 7.938455896661759e-05 -0.0006993303690785302 -0.01450533890554805 0.17131441285264581,
14,1554748372_A01609,,2.7412506309760916e-05 -0.0017134603480110496 0.03690884133895802 -0.3114417353847546 0.9395587293982829 -0.4454793355608039
15,1554840090_A01172,-5.8854437318678795e-09 7.925194168720196e-07 -3.542249309982274e-05 0.0005706456126376847 -0.001952906983959219 0.05022797177933354,
16,1554906953_A01172,1.659227568759478e-06 -0.00010618939273657237 0.0022059520866357443 -0.013444314011510899 -0.03747607497285888 0.5056448123289152,
17,1555002731_A01172,1.7212163614805755e-06 -9.162587668001835e-05 0.0016102625732891125 -0.01042742665029531 0.021289116148505087 0.1708390711183115,
