,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.007652775437612019 -0.07890646692636905 0.24652879921528 -0.1381628856602667 33.80472189984288,
1,1547700355_A01172,-0.0030964001610819555 0.044710177188867085 -0.2289707574656788 0.6696884239701392 34.27736305196912,
2,1547782407_A01172,0.0026773225249510702 -0.02556930460783393 0.09446375524927954 -0.19309646688611162 32.6238597220345,
3,1547880148_A01172,-0.005955509788845603 0.11272200940323103 -0.5995709627363437 0.9726460299476244 32.83824481317165,
4,1547954828_A01172,-0.003252872230433354 0.0363237921789913 -0.14312096563947346 0.3937047666109434 34.266699295927026,
5,1548038666_A01172,,-0.003414803653447735 0.03222381822667008 -0.03922551273059858 -0.14664847870886666 29.125785211609312
6,1552402053_A01172,-0.022228245721198588 0.2559759970868435 -1.0188250016833638 1.7292447282580865 32.480220302159985,
7,1552590157_A01172,-0.0027207873047050274 0.040288816326061586 -0.22678308938722327 0.6113603979347048 36.286150337550716,
8,1552620154_A01609,,-0.006316302529916582 0.06576559356182922 -0.2065708728415467 0.23434388201361264 33.50123463793919
9,1553089387_A01609,,0.027695005429421746 -0.26980214317305923 0.9173553225035618 -1.5011973747218488 33.80540440557022
10,1553102751_A01609,,0.006585068247885092 -0.07412772857053737 0.24827285383875006 -0.050645176664545544 31.15968817229287
11,1553885926_A01172,,0.02211439799147194 -0.27987509870708793 1.1041420106651747 -1.1935846203689928 33.9403695926947
12,1554082410_A01172,,0.00817394237600625 -0.08644154766943 0.30483333634327514 -0.32763436429620174 34.51682208303915
13,1554403777_A01172,0.0016989969940495533 -0.013752363765843238 0.02147056828811571 0.1538787075610817 33.35481124199697,
14,1554748372_A01609,,0.000802223028714989 0.00332498033380018 -0.07446437030305324 0.18176817442213214 33.052986548963325
15,1554840090_A01172,0.007313738513045764 -0.08546564952555889 0.3415544234359503 -0.3990095158625233 35.29965000977667,
16,1554906953_A01172,0.0029104818962827224 -0.00800321854757817 -0.11707647121095431 0.5666794907158527 33.87139281740718,
17,1555002731_A01172,-0.004696171510949843 0.03390595272661616 -0.04521556405269706 0.1735003527470245 34.410139782334554,
18,1555696275_A01609,,-0.025473401930524865 0.2883638888909287 -1.0783708864701393 1.5886816720849206 31.135275168147793
19,1555736782_A01609,,-0.016260430556043343 0.14789633866016705 -0.3758615340992025 0.17452977513108742 34.55439452516371
20,1555987268_A01609,,0.004658709686026221 -0.041284463847326466 0.12957096717764208 -0.17486738541257416 29.653143462444323
21,1556028453_A01609,,-0.004543116920740005 0.04619880963982035 -0.1659096256801118 0.372623400212338 33.59780476739173
22,1556039041_A01609,,-0.01573818942829192 0.08808629127512725 -0.00874769346078384 -0.013107524564733426 34.40727567643217
23,1556115527_A01172,0.0019638419277970697 -0.017048259350819755 0.048786769247623554 -0.003894712365158955 34.63054268912926,
24,1556125697_A01609,,0.002761721028618221 -0.021800264163586634 0.06368029665588744 -0.08822347260859904 33.243483118435094
25,1556219881_A01609,,-0.003427794434747346 0.049266793376549045 -0.25100522961184074 0.6586070435640774 34.19318039051841
26,1556301731_A01609,,-0.002347155128613778 0.03467777792062529 -0.19474223290417744 0.5659137295168734 33.075965195768326
27,1556909851_A01172,0.008670410830024206 -0.08477512792366217 0.22522001097872194 0.048988347500423655 31.490409841598986,
28,1557323445_A01609,,-0.011607650633822068 0.14715492845077313 -0.6242458677316468 1.0311159556900094 32.83261863615299
29,1557417534_A01172,,-0.013773347180718747 0.15771952010505358 -0.58462952310918 0.5521192604463879 31.764480857913103
30,1557757425_A01609,,-0.0007290599989985811 0.010267615711495042 -0.058730790770272115 0.260564422544866 32.56630930301481
31,1557760240_A01609,,0.03516425325556589 -0.3220723972108676 0.912907741659081 -1.0644800397956464 35.019998871900604
32,1557763139_A01609,,-0.009933815373920428 0.06542527159881827 -0.04474255430561184 -0.12422024139227467 29.838839566273613
33,1557928726_A01609,,0.009633899023978374 -0.10822708231672566 0.4134014354490811 -0.5758363860617125 33.10874344554315
34,1557952047_A01172,0.009454848886751825 -0.0867900697606503 0.19197259438379333 0.1731515028442626 33.315443435515746,
35,1557957375_A01609,,-0.007018728302093847 0.08370826936470732 -0.3801272434841776 0.9271148010905425 33.177671849685105
36,1559137815_A01609,,-0.005588969253984074 0.04283423455958852 -0.062349463795249124 0.1226061080633975 33.48252371019806
37,1559309040_A01609,,0.006360676629780356 -0.06531140067012879 0.20111959240052427 -0.17535997817629911 31.907001303505858
38,1559311950_A01609,,0.0024157631051414806 -0.015616746094061145 0.05612434132717823 -0.21628708533309185 33.51765306845006
39,1560885907_A01609,0.017558743487283722 -0.18494281513260666 0.5674356262878536 -0.5813310468094578 32.37792025690477,
40,1561053811_A01609,0.004950572589954803 -0.03720660598858173 0.02079881156129579 0.405490779440098 33.870888308780444,
41,1561428256_A01609,,-0.0008808341507154393 0.01300086127232866 -0.0694081514106464 0.17835312533605255 32.35955006601266
42,1561948526_A01609,-0.024638368909082522 0.2500538262083919 -0.8485224976704568 1.2225988296718422 31.00682582910146,
43,1562035686_A01609,0.0012181587801471108 -0.008360296476491301 -0.016367908769766824 0.2739934126280541 31.328608005602177,
44,1562704125_A01609,,-0.002027228909265546 0.013170515573146444 0.02094989035166319 -0.14093840732822208 33.59358637790906
