,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.0004160961690198698 0.002451580114736229 -0.05579488492316164 0.20322170410019633 -0.10728083113416324 33.79960495261924,
1,1547700355_A01172,-0.0021078211084678126 0.023251329299271782 -0.07236631623628222 -0.009589720035958389 0.5132489966223815 34.303284005277476,
2,1547782407_A01172,-0.0023538954801693253 0.032100977616121414 -0.1563137153172465 0.3394560984637932 -0.36779917741248436 32.65280677764048,
3,1547880148_A01172,-0.02007609153367537 0.24499530677976245 -1.0023813497017118 1.4899392762955148 -0.5173723830435925 33.085130770034084,
4,1547954828_A01172,-0.0018830762202289323 0.020285549794326903 -0.06826950553065787 0.05286872869150018 0.25394557909675763 34.28985644649572,
5,1548038666_A01172,,-0.004404657295898412 0.0516433406699373 -0.21242779327468883 0.41920916335006575 -0.4735557585843302 29.17995153324242
6,1552402053_A01172,0.002382510985817911 -0.05200959416602883 0.3883098230675489 -1.2667956333734305 1.9060712401351192 32.450921347057935,
7,1552590157_A01172,0.0017853780885932376 -0.025037984278259488 0.13945558394727983 -0.41260440776484014 0.743868571733917 36.26419463083242,
8,1552620154_A01609,,0.00033018057746111366 -0.010443554360277956 0.08410509308142382 -0.24093591327656358 0.25884940587026906 33.49717423864948
9,1553089387_A01609,,-0.004619146956109864 0.08543426700539715 -0.5263673355720405 1.3981139823349997 -1.8440237662716976 33.8622084161633
10,1553102751_A01609,,0.00025508012229991567 0.0033965708815435537 -0.05995959725174396 0.22172423373387434 -0.031713499730484096 31.156551321678048
11,1553885926_A01172,,0.016767702725766578 -0.18748161246467443 0.6514676182063005 -0.6410326649812915 0.05088997086538974 33.73416858365408
12,1554082410_A01172,,-0.0063032109456705255 0.08696397634087896 -0.4365461328609283 0.9608685903997262 -0.7954495440716871 34.59433588910131
13,1554403777_A01172,-0.0008190521354675791 0.011937135322074688 -0.05924567036938273 0.10671713236613294 0.09308984529666758 33.36488354465842,
14,1554748372_A01609,,0.0003933334616051115 -0.004114438822921522 0.02517223399613614 -0.11540233345191143 0.2109608137989595 33.048149526384904
15,1554840090_A01172,-0.00901514939900948 0.12000295889115596 -0.5862017295940408 1.2798469662864997 -1.0681008366436808 35.41051390885275,
16,1554906953_A01172,0.007440287993946461 -0.09009299661717372 0.40525900038781476 -0.891458173875335 1.1188868808016408 33.779895793813935,
17,1555002731_A01172,0.002882867931494628 -0.04073197361189189 0.19403152840813168 -0.3452631131748783 0.38746263185606356 34.37468768217945,
18,1555696275_A01609,,-0.004774694771370252 0.03421020479797735 0.023158972419733005 -0.5814228826070716 1.2343107471554728 31.193992029713154
19,1555736782_A01609,,0.010264463131350012 -0.14456605220206212 0.7180241096945476 -1.4441820672638663 0.93634335022486 34.42816717669742
20,1555987268_A01609,,-0.010210294569013125 0.13228722518676145 -0.6084035045360762 1.1922536616502277 -0.932660648328073 29.77870467241841
21,1556028453_A01609,,-0.001738742667954702 0.01719113805583201 -0.050377647306643875 0.015057899878264024 0.2435764397339773 33.61918697451087
22,1556039041_A01609,,0.005314107702493949 -0.08216444899367932 0.3832522771323185 -0.5618375434972768 0.38129784622437396 34.34192537840231
23,1556115527_A01172,-0.002533116150177332 0.03362775246954287 -0.15774727555764484 0.31243231616970935 -0.19189892123612554 34.66169371289952,
24,1556125697_A01609,,-0.0028428572875087315 0.038297390732641205 -0.17970349475208897 0.35956355662183276 -0.2992162197173653 33.278443187254936
25,1556219881_A01609,,-0.0005596633340363847 0.0035679881081065153 0.018180938706785842 -0.19275573095216209 0.6170696421533451 34.200062856535894
26,1556301731_A01609,,-0.0007131362821956393 0.0065670367618528855 -0.00493255472019606 -0.12051934141284647 0.5129857883555237 33.084734997056984
27,1556909851_A01172,-0.009032703784570396 0.12157906074119189 -0.5864862461001865 1.1653396060873256 -0.6214058343317417 31.601489615925004,
28,1557323445_A01609,,0.003428268093960695 -0.054460945865734314 0.337574127380742 -0.981058411271744 1.2855570442903395 32.79045947149002
29,1557417534_A01172,,0.0015349913951932933 -0.0329607145725954 0.24297884750483034 -0.7443907112718813 0.6660440968013831 31.745604284315995
30,1557757425_A01609,,0.0005084287126941098 -0.007084410611114425 0.03850770240560628 -0.11164781394722638 0.29829926462481615 32.560056895317864
31,1557760240_A01609,,-6.923294697505644e-05 0.03602966396301069 -0.32591786143400187 0.9201134744752354 -1.069618408765855 35.020850264828915
32,1557763139_A01609,,0.004740924094222162 -0.06919528918913931 0.3287544347410039 -0.5381757218488759 0.2276442728302994 29.780537999982666
33,1557928726_A01609,,-0.0069551267469329285 0.09657286986665106 -0.4945415791149026 1.137287781907728 -1.0920358116438798 33.19427419335507
34,1557952047_A01172,0.0015723240573590027 -0.010199176172999995 0.0005428573193862632 0.028325840162894966 0.2898471152707873 33.296107763094284,
35,1557957375_A01609,,0.004461667449499449 -0.06278949861519252 0.33152644412245413 -0.844495509749704 1.2582532919289384 33.12280444505988
36,1559137815_A01609,,0.005913568724426759 -0.07950848181150222 0.37129659177908425 -0.6778309372772289 0.5615026069711851 33.40980153364527
37,1559309040_A01609,,-0.0028951371651004497 0.042549843950593 -0.22611845678751868 0.5024441176316238 -0.39023286201928836 31.942604284696447
38,1559311950_A01609,,-0.002256608807422545 0.030623336374505795 -0.14095748072469777 0.2909911330375864 -0.38376932002686787 33.54540374012583
39,1560885907_A01609,0.009017836314348389 -0.09516406328871567 0.31594250655069167 -0.37113656945738976 0.08795969293347794 32.267023315457635,
40,1561053811_A01609,-0.0020898266920965415 0.031073372139304938 -0.1532836203016577 0.23830699853166176 0.25038687159210016 33.896587975555214,
41,1561428256_A01609,,0.0009005854194456149 -0.012138137198002384 0.06302284013709908 -0.16314066164044005 0.24519326975335232 32.34847510689309
42,1561948526_A01609,0.0020425533067352677 -0.05017025191281771 0.36350509483158827 -1.0611104927506274 1.3741941753816895 30.981707507304122,
43,1562035686_A01609,-0.0017679924664278847 0.023318035760333238 -0.10656139975790274 0.16764392216525495 0.14277557450519415 31.350349912440343,
44,1562704125_A01609,,0.007189154683502769 -0.09189154514018007 0.4124838243041458 -0.7272939745442316 0.3926302324785646 33.505177668968315
