,recordName,mean
0,1547274726_A01172,64.2978
1,1547700355_A01172,63.403
2,1547782407_A01172,62.8234
3,1547880148_A01172,63.2894
4,1547954828_A01172,62.8239
5,1548038666_A01172,63.3052
6,1552402053_A01172,64.9015
7,1552590157_A01172,64.4928
8,1552620154_A01609,63.649
9,1553089387_A01609,63.1859
10,1553102751_A01609,64.6328
11,1553885926_A01172,64.274
12,1554082410_A01172,64.4682
13,1554403777_A01172,63.7676
14,1554748372_A01609,64.0269
15,1554840090_A01172,62.3779
16,1554906953_A01172,65.4891
17,1555002731_A01172,62.4506
18,1555696275_A01609,63.7287
19,1555736782_A01609,63.3153
20,1555987268_A01609,64.0472
21,1556028453_A01609,63.3048
22,1556039041_A01609,63.3132
23,1556115527_A01172,62.5165
24,1556125697_A01609,64.0634
25,1556219881_A01609,63.2432
26,1556301731_A01609,63.3333
27,1556909851_A01172,62.9284
28,1557323445_A01609,62.9544
29,1557417534_A01172,64.1221
30,1557757425_A01609,63.125
31,1557760240_A01609,63.2327
32,1557763139_A01609,63.3683
33,1557928726_A01609,63.486
34,1557952047_A01172,62.6349
35,1557957375_A01609,64.662
36,1559137815_A01609,63.1333
37,1559309040_A01609,64.2074
38,1559311950_A01609,64.2234
39,1560885907_A01609,63.2289
40,1561053811_A01609,62.0316
41,1561428256_A01609,62.9524
42,1561948526_A01609,62.3333
43,1562035686_A01609,63.043
44,1562704125_A01609,64.2694
