,recordName,mean
0,1547274726_A01172,34.0045
1,1547700355_A01172,35.0535
2,1547782407_A01172,32.464
3,1547880148_A01172,33.0515
4,1547954828_A01172,34.7867
5,1548038666_A01172,29.0126
6,1552402053_A01172,33.5335
7,1552590157_A01172,36.8435
8,1552620154_A01609,33.6313
9,1553089387_A01609,32.7281
10,1553102751_A01609,31.6086
11,1553885926_A01172,34.1758
12,1554082410_A01172,34.5585
13,1554403777_A01172,33.701
14,1554748372_A01609,33.091
15,1554840090_A01172,35.3919
16,1554906953_A01172,34.426
17,1555002731_A01172,34.9396
18,1555696275_A01609,31.9475
19,1555736782_A01609,34.4478
20,1555987268_A01609,29.588
21,1556028453_A01609,34.0225
22,1556039041_A01609,35.0868
23,1556115527_A01172,34.7401
24,1556125697_A01609,33.2176
25,1556219881_A01609,34.859
26,1556301731_A01609,33.658
27,1556909851_A01172,31.9242
28,1557323445_A01609,33.3558
29,1557417534_A01172,31.4799
30,1557757425_A01609,32.958
31,1557760240_A01609,34.2974
32,1557763139_A01609,29.9582
33,1557928726_A01609,32.9364
34,1557952047_A01172,33.8176
35,1557957375_A01609,34.066
36,1559137815_A01609,33.9094
37,1559309040_A01609,31.8987
38,1559311950_A01609,33.2588
39,1560885907_A01609,32.0685
40,1561053811_A01609,34.5139
41,1561428256_A01609,32.5232
42,1561948526_A01609,31.7264
43,1562035686_A01609,31.7681
44,1562704125_A01609,33.5741
