,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,0.14583139702493872 62.02824303169787,
1,1547700355_A01172,0.010509999987782832 62.514922134488025,
2,1547782407_A01172,-0.14812279513012316 66.88316709306258,
3,1547880148_A01172,0.05130763662652866 62.193609212546605,
4,1547954828_A01172,-0.02334954747179856 65.04141408889895,
5,1548038666_A01172,,0.057876025758033266 61.94431914248994
6,1552402053_A01172,0.002897868488903149 63.863882887318205,
7,1552590157_A01172,,
8,1552620154_A01609,,0.012614782920980238 62.77350268015674
9,1553089387_A01609,,0.0167904069053473 62.79397254137013
10,1553102751_A01609,,0.03129590767589303 63.50990905203727
11,1553885926_A01172,,0.17695668821051952 60.354999472222936
12,1554082410_A01172,,0.023218276106906424 62.494490592027525
13,1554403777_A01172,0.014932268223609596 62.60937416655429,
14,1554748372_A01609,,-0.02821131260251989 64.79893933302776
15,1554840090_A01172,-0.00995716007913651 63.3035623512896,
16,1554906953_A01172,-0.20200993381873086 71.08857655700203,
17,1555002731_A01172,,
18,1555696275_A01609,,-0.013589985170714775 63.51144753562867
19,1555736782_A01609,,-0.02254116500363839 64.58908471223864
20,1555987268_A01609,,0.08137263613252346 61.066501656536126
21,1556028453_A01609,,0.008903253827550528 63.1501706904018
22,1556039041_A01609,,-0.10283100048814635 66.82234136204201
23,1556115527_A01172,0.1505803482946895 58.525839043048045,
24,1556125697_A01609,,-0.016009792417445014 64.80595246664636
25,1556219881_A01609,,0.019022207252818533 62.68133393293228
26,1556301731_A01609,,0.01881579560486419 62.86721063003157
27,1556909851_A01172,,
28,1557323445_A01609,,0.04057891548470997 62.30360071251373
29,1557417534_A01172,,0.09984122671866075 62.53339924137026
30,1557757425_A01609,,0.0029913288639708824 63.017204943276994
31,1557760240_A01609,,-0.010127401077309158 63.58009842685366
32,1557763139_A01609,,0.004175648513303289 63.15787202432524
33,1557928726_A01609,,0.021282616368464746 63.2663191915878
34,1557952047_A01172,,
35,1557957375_A01609,,-0.02090180567996434 65.6673396360506
36,1559137815_A01609,,0.03514379081698162 62.22389703977284
37,1559309040_A01609,,0.009358074291006525 64.0447028763089
38,1559311950_A01609,,0.010396758964932706 64.27525025875032
39,1560885907_A01609,0.10567952745472904 60.77495169163837,
40,1561053811_A01609,0.1452739729439126 58.64380195548694,
41,1561428256_A01609,,-0.010332881197406536 63.64854401400848
42,1561948526_A01609,0.0033782911305286277 63.68340903975104,
43,1562035686_A01609,-0.014456299167005478 63.977511951211916,
44,1562704125_A01609,,0.07151118530141216 62.40423180999333
