,recordName,A01172_measurement,A01609_measurement
0,1547274726_A01172,-0.019241128415784632 1.6276268433982926 -43.716094084464885 453.4568579878094,
1,1547700355_A01172,0.011945862154331825 -0.802759166829688 18.312903342267088 -67.46721943201146,
2,1547782407_A01172,0.07549354154171777 -5.058188772988316 110.8665548162436 -705.6651399517617,
3,1547880148_A01172,-0.0075982577101339445 1.865375683831 -63.744892007702624 660.6718109527095,
4,1547954828_A01172,0.031097697706051745 -2.782014229200006 80.52595184032616 -653.6270204371672,
5,1548038666_A01172,,0.031091344084257882 -2.821349686118265 83.45472839000718 -713.3231632675435
6,1552402053_A01172,-0.0001912236087553164 -0.011864933500871165 2.030375880121238 43.81740179765234,
7,1552590157_A01172,,
8,1552620154_A01609,,0.0009945912880865515 -0.13086936124948295 5.48602913897436 -0.9414493015206606
9,1553089387_A01609,,-0.00023598996111723347 0.03936684713960715 -1.8268189125244305 100.03353886236263
10,1553102751_A01609,,-0.018221579607711973 1.427783540228087 -36.412648943867836 379.08496271255297
11,1553885926_A01172,,-0.004233577356844885 0.42327703181831716 -12.112100936398788 187.3206785903091
12,1554082410_A01172,,-0.004062557500529419 0.3486926516446145 -9.698452870634819 161.23249420503512
13,1554403777_A01172,0.00040728981230037206 -0.07341144706026324 3.9489345967987792 21.978098303894125,
14,1554748372_A01609,,-3.1111378866171306 205.2557029661946 -4497.748278452566 32819.34740604933
15,1554840090_A01172,-0.004799696910159255 0.5567917335417674 -20.82952228981505 331.6054322979621,
16,1554906953_A01172,-0.5210753617785947 39.33708260727093 -980.4704947960755 8157.352305206614,
17,1555002731_A01172,,
18,1555696275_A01609,,0.01843451283430641 -1.7636384878858535 55.10244843242926 -458.3582472442573
19,1555736782_A01609,,-0.007485184616951068 0.5845234898727947 -14.569809523314278 204.33861885737386
20,1555987268_A01609,,-0.02127028217607718 1.8621062284002945 -52.85132586095625 569.5199429434929
21,1556028453_A01609,,-0.011956203669425899 0.8785252439469217 -21.439988425455507 250.08442390467172
22,1556039041_A01609,,0.01213764605490364 -1.3112017623746137 45.76203474235825 -429.6281075922354
23,1556115527_A01172,-0.010721129543326264 0.8595138575345059 -22.74900764041942 288.63373153276865,
24,1556125697_A01609,,-0.051243904676304255 4.331497784674291 -120.6853776459671 1188.0772647295723
25,1556219881_A01609,,-1.1911431064684905 81.15504692108603 -1831.0696422755523 13748.263213720895
26,1556301731_A01609,,0.05150202219319348 -4.131629778505537 110.21306573661604 -910.0082975071975
27,1556909851_A01172,,
28,1557323445_A01609,,-2.0207597634555303 122.7639828151373 -2484.8120851294284 16848.661974469484
29,1557417534_A01172,,0.023281580257510655 0.7108091086893358 -66.49616300048726 934.9749607355237
30,1557757425_A01609,,-0.0007068436033681309 0.031212959925971093 -0.16867998933846548 126.26798724273175
31,1557760240_A01609,,0.016577556445079168 -1.6515383115446542 53.17669760045855 -468.6068038484173
32,1557763139_A01609,,-0.18422780092015012 14.354951714012246 -366.28267090895923 3157.316359045727
33,1557928726_A01609,,0.000791919976069294 -0.08950757255302008 3.1438928003443016 34.29403985471381
34,1557952047_A01172,,
35,1557957375_A01609,,-0.004384246863390786 0.4274275786354755 -13.564473498414367 227.77442655981693
36,1559137815_A01609,,-0.0022651005866331747 0.16653838150682648 -3.0453211383436227 89.95970844881496
37,1559309040_A01609,,-0.014790810047018476 1.4001481735768229 -43.93006470581182 537.9142210142285
38,1559311950_A01609,,0.34371338642679145 -23.02848044530785 512.3789854936339 -3728.583950796448
39,1560885907_A01609,0.003091433534242137 -0.8561272808332896 41.57325613665023 -455.5575950788536,
40,1561053811_A01609,0.0030498529016471745 -0.38769776496918484 13.353662418863006 -37.54663815661532,
41,1561428256_A01609,,-0.0007719025532100842 0.06135317278728762 -1.5178248344013627 86.64477134844013
42,1561948526_A01609,-0.0006075016484778575 0.07676375097640839 -3.0098985242106755 127.17926638338496,
43,1562035686_A01609,-0.00029816262949337294 0.042786869317062284 -1.9622870450988588 120.50515050819294,
44,1562704125_A01609,,-0.07001954421595484 5.756826086354361 -153.77443115623572 1413.890284625847
